"","user","FigureRotation","EmbeddedFigure","LetterSets","Vocab","AddSubtract","MarkXYI","MarkXYII","MarkThetaI","MarkThetaII","Right Triangle Trig I","Right Triangle Trig II","Right Triangle Trig III","Right Triangle Trig IV","Right Triangle Trig V","TrigIDs","MA.GoodatMath","MA.ImportantDoWell","MA.NaturallyBetter","MA.EffortImportant","MA.UnderstandQuickly","MA.ThinkCarefully","MA.PlugInNum","MA.PatternsOverCalc","MA.ExcitingIntimidating","SA.ChairParts","SA.SpatialRel","SA.Diagrams","HSMath","PostHSMath"
"522",1326,65,65,-0.0734217275968895,-1.35513269513775,84.4,20,50,25,100,0,0,0,11.1,22.2,41.7,4,6,6,5,5,6,4,6,3,6,6,5,4,3
"523",1327,65,65,-0.0734217275968895,-0.0688499750689463,84.4,30,20,33.3,66.7,0,100,66.7,0,0,16.7,5,6,6,6,3,6,6,6,4,6,4,6,3,2
"524",1330,80,60,0.214905274274339,-0.356977304364359,93.8,50,60,100,91.7,100,100,100,11.1,11.1,8.3,5,6,6,3,5,7,2,6,3,5,5,5,4,5
"525",1331,55,30,-1.22242634699417,-0.928086832074909,71.9,10,20,25,58.3,0,0,0,0,0,33.3,5,5,7,5,5,5,5,5,5,5,5,5,3,2
"526",1332,45,55,0.214905274274339,-0.928086832074909,90.6,20,90,33.3,100,0,100,100,0,0,41.7,2,3,5,2,4,5,4,5,2,5,6,6,4,2
"527",1332,45,55,0.214905274274339,-0.928086832074909,90.6,20,90,33.3,100,0,100,100,0,0,41.7,1,1,7,1,5,6,6,5,1,5,5,7,4,2
"528",1332,45,55,0.214905274274339,-0.928086832074909,90.6,20,90,33.3,100,0,100,100,0,0,41.7,1,2,6,1,5,5,5,5,1,5,5,6,4,2
"529",1332,45,55,0.214905274274339,-0.928086832074909,90.6,20,90,33.3,100,0,100,100,0,0,41.7,2,2,5,2,5,5,5,5,2,5,5,5,4,2
"530",1333,70,70,0.214905274274339,1.50556007429527,93.8,80,80,25,100,100,100,100,0,0,8.3,2,1,6,5,4,5,4,4,1,6,6,5,4,2
"531",1334,45,50,-1.22242634699417,-1.21106903049005,6.2,0,0,25,25,0,0,0,0,0,25,2,6,6,7,7,7,4,5,2,6,6,6,4,4
"532",1334,45,50,-1.22242634699417,-1.21106903049005,6.2,0,0,25,25,0,0,0,0,0,25,3,6,4,7,5,6,4,3,3,6,6,6,3,4
"533",1335,60,40,-0.645772343251715,-0.356977304364359,78.1,30,40,66.7,91.7,0,66.7,0,0,0,33.3,2,5,5,4,4,5,4,4,3,4,4,6,5,2
"534",1335,60,40,-0.645772343251715,-0.356977304364359,78.1,30,40,66.7,91.7,0,66.7,0,0,0,33.3,3,6,4,3,3,5,3,3,4,4,5,5,5,1
"535",1336,75,60,-0.361748729468118,-0.49589583813179,93.8,90,50,100,100,100,100,100,0,0,33.3,5,5,7,1,4,7,6,2,1,6,3,5,4,2
"536",1338,55,70,0.498928888057936,-0.356977304364359,90.6,90,60,58.3,100,100,100,100,0,0,50,1,7,7,1,6,7,7,7,1,2,3,7,5,3
"537",1339,35,65,0.787255889929164,2.07666960200582,96.9,60,60,25,100,0,33.3,0,22.2,44.4,50,3,5,3,6,5,6,5,5,3,7,5,6,3,3
"538",1342,75,60,0.498928888057936,1.93260593735812,81.2,100,80,25,100,0,100,0,11.1,0,41.7,6,6,7,5,3,7,2,6,6,6,5,6,2,1
"539",1342,75,60,0.498928888057936,1.93260593735812,81.2,100,80,25,100,0,100,0,11.1,0,41.7,5,6,5,7,4,7,3,6,6,6,6,6,2,1
"540",1343,55,50,-0.645772343251715,-0.49589583813179,68.8,10,0,25,75,0,33.3,0,0,0,8.3,3,4,4,5,5,5,5,5,4,6,6,6,3,3
"541",1344,75,50,-1.794776962649,-0.639959502779497,93.8,0,0,58.3,66.7,100,100,100,0,0,16.7,6,6,6,4,5,6,5,5,6,6,6,6,5,5
"542",1345,70,65,-0.645772343251715,0.219277354226466,96.9,30,30,25,91.7,0,100,0,0,0,33.3,4,4,4,4,4,5,4,4,4,4,4,4,5,5
"543",1346,70,70,0.214905274274339,-0.356977304364359,93.8,60,70,100,100,100,100,100,11.1,0,41.7,7,7,7,5,7,5,5,7,7,7,5,7,5,2
"544",1347,75,55,0.498928888057936,1.78854227271041,96.9,90,90,100,100,100,100,100,66.7,66.7,58.3,5,6,6,3,6,5,5,6,5,5,3,6,3,4
"545",1349,100,75,1.07558289180039,-0.356977304364359,87.5,100,80,41.7,100,0,100,100,11.1,66.7,41.7,5,5,6,4,5,6,5,6,3,6,4,4,4,1
"546",1351,85,70,0.787255889929164,-0.639959502779497,87.5,40,90,25,100,100,100,66.7,0,11.1,50,2,5,6,2,6,6,6,4,2,4,5,6,4,1
"547",1352,70,65,1.35960650558399,1.07336908035215,93.8,60,90,83.3,100,100,100,100,11.1,11.1,83.3,3,4,6,4,5,5,5,5,5,5,4,5,4,5
"548",1353,60,40,-1.794776962649,-1.06700536584234,90.6,0,0,25,66.7,0,0,0,0,0,25,6,6,2,1,1,2,4,6,6,4,6,5,3,1
"549",1354,60,55,-0.934099345122943,-1.7821785582006,84.4,10,0,33.3,58.3,0,33.3,0,0,0,16.7,4,5,5,4,4,5,4,5,4,4,4,4,5,2
"550",1355,50,45,-2.36712757830382,-0.639959502779497,65.6,10,20,25,66.7,0,0,0,0,11.1,0,4,4,5,3,4,7,4,4,4,6,4,4,4,1
"551",1356,65,50,0.214905274274339,-0.784023167427203,96.9,20,70,25,100,0,0,0,0,0,33.3,5,4,5,5,5,6,6,4,3,5,4,5,4,3
"552",1357,85,50,-2.08310396452022,-2.07030588749601,0,0,0,25,25,0,0,0,0,0,16.7,6,6,2,7,2,6,2,6,4,7,7,4,4,1
"553",1358,60,65,0.787255889929164,-0.784023167427203,90.6,10,20,91.7,100,0,100,0,22.2,22.2,16.7,1,3,7,7,5,7,1,1,1,5,5,6,5,5
"554",1360,50,50,-0.0734217275968895,0.502259552641604,87.5,60,90,100,100,100,100,100,44.4,44.4,41.7,4,7,7,7,7,7,7,4,3,5,5,3,4,2
"555",1361,65,55,-1.22242634699417,-0.784023167427203,65.6,0,0,25,100,0,0,0,0,0,16.7,5,6,7,6,6,6,5,5,2,6,5,6,3,2
"556",1362,100,70,-0.0734217275968895,0.790386881937017,90.6,70,100,25,100,100,100,100,11.1,11.1,16.7,4,6,4,4,4,4,4,4,4,4,4,4,5,1
"557",1363,80,75,0.214905274274339,-0.928086832074909,93.8,70,100,41.7,100,0,100,100,0,22.2,41.7,4,5,6,3,5,7,5,3,2,6,4,5,3,3
"558",1364,60,55,-1.794776962649,-1.06700536584234,81.2,40,80,83.3,100,100,100,100,0,0,41.7,7,5,4,2,3,6,3,7,6,6,7,7,4,3
"559",1365,65,55,-1.50644996077777,-0.784023167427203,93.8,70,80,41.7,83.3,0,100,0,11.1,11.1,41.7,2,5,6,4,5,6,3,5,2,5,5,5,4,4
"560",1367,85,80,1.07558289180039,-0.212913639716653,100,70,90,41.7,100,0,33.3,0,22.2,55.6,16.7,6,6,5,4,5,7,2,4,5,7,6,6,3,5
"561",1368,75,70,-1.22242634699417,-0.639959502779497,78.1,10,20,75,100,0,100,100,11.1,0,25,5,5,5,6,5,5,5,5,5,7,7,7,4,2
"562",1369,50,60,-1.794776962649,-0.639959502779497,68.8,0,30,25,100,0,33.3,0,0,0,33.3,4,5,6,4,3,7,6,5,2,4,4,6,3,1
"563",1370,50,75,0.787255889929164,-1.49919635978546,100,100,100,83.3,100,0,100,0,0,44.4,25,5,6,6,6,5,7,6,4,3,6,5,5,3,4
"564",1371,85,40,-2.36712757830382,0.358195887993897,84.4,80,70,58.3,83.3,66.7,100,66.7,0,44.4,50,7,5,1,7,1,7,3,7,6,7,7,7,4,5
"565",1373,60,50,-1.794776962649,-0.212913639716653,6.2,0,0,41.7,33.3,0,0,0,0,0,25,7,7,1,7,4,7,7,7,7,6,6,4,4,5
"566",1374,100,95,0.498928888057936,1.50556007429527,84.4,90,40,83.3,100,100,100,100,66.7,66.7,33.3,5,4,6,3,3,2,1,5,4,5,6,6,5,1
"567",1375,40,50,-2.08310396452022,-1.06700536584234,6.2,0,0,25,58.3,0,33.3,0,0,0,8.3,4,6,5,7,4,7,6,4,6,6,6,7,3,5
"568",1377,95,60,1.35960650558399,0.64632321728931,96.9,90,100,83.3,100,100,100,100,55.6,100,50,5,5,3,3,6,6,5,6,3,6,3,6,4,NA
"569",1377,95,60,1.35960650558399,0.64632321728931,96.9,90,100,83.3,100,100,100,100,55.6,100,50,5,6,6,6,4,6,6,5,3,6,6,7,4,1
"570",1378,90,50,0.787255889929164,-0.212913639716653,90.6,90,80,100,100,100,100,100,44.4,88.9,75,4,6,5,6,6,5,5,5,4,5,6,5,4,2
"571",1378,90,50,0.787255889929164,-0.212913639716653,90.6,90,80,100,100,100,100,100,44.4,88.9,75,4,6,5,7,5,6,5,5,4,3,6,5,4,1
"572",1379,55,60,-2.65545458017505,-1.9262422228483,3.1,0,0,33.3,25,0,0,0,0,0,25,4,7,6,4,4,6,4,7,7,4,4,6,4,2
"573",1380,85,65,-1.794776962649,1.50556007429527,93.8,40,60,75,91.7,66.7,100,100,0,66.7,33.3,5,5,7,6,6,4,3,5,5,5,4,5,4,1
"574",1382,85,60,0.787255889929164,0.502259552641604,96.9,80,90,100,100,100,100,100,44.4,55.6,25,4,4,5,5,6,6,3,6,3,5,5,6,4,1
"575",1382,85,60,0.787255889929164,0.502259552641604,96.9,80,90,100,100,100,100,100,44.4,55.6,25,5,5,6,5,6,6,5,4,4,5,4,6,4,3
"576",1383,65,60,1.35960650558399,-0.0688499750689463,100,80,60,100,100,100,0,100,44.4,66.7,41.7,6,6,7,5,6,6,6,6,5,6,4,6,4,2
"577",1384,100,70,1.07558289180039,1.36149640964757,100,100,90,100,100,100,100,100,100,100,91.7,7,7,6,6,5,6,3,4,5,6,5,7,5,NA
"578",1385,55,35,-1.22242634699417,-1.35513269513775,78.1,80,20,33.3,75,0,33.3,100,0,0,16.7,4,6,6,4,4,4,4,5,3,6,6,6,4,2
"579",1386,85,45,-1.50644996077777,-0.0688499750689463,37.5,0,0,25,66.7,0,0,0,0,0,33.3,2,5,7,4,6,6,4,3,1,4,5,5,2,2
"580",1386,85,45,-1.50644996077777,-0.0688499750689463,37.5,0,0,25,66.7,0,0,0,0,0,33.3,1,4,6,4,5,5,1,1,1,4,4,4,3,3
"581",1387,45,25,-0.934099345122943,1.36149640964757,96.9,0,0,33.3,91.7,0,0,0,0,0,8.3,3,4,5,4,4,6,3,5,2,5,2,6,4,2
"582",1388,75,65,1.35960650558399,-0.49589583813179,87.5,80,90,91.7,100,0,100,0,0,11.1,16.7,5,6,6,5,6,6,2,5,5,5,4,5,4,1
"583",1389,70,65,-0.934099345122943,0.219277354226466,81.2,70,40,91.7,83.3,100,100,100,55.6,11.1,25,5,6,3,6,3,4,1,7,5,6,3,3,3,2
"584",1390,75,45,0.214905274274339,1.36149640964757,93.8,70,60,41.7,100,100,100,100,44.4,44.4,33.3,5,5,6,2,2,5,5,5,5,5,6,6,5,2
"585",1392,70,60,-1.794776962649,-0.928086832074909,43.8,0,0,25,66.7,0,0,0,11.1,0,25,3,3,6,6,6,6,4,4,3,4,5,5,1,1
"586",1394,65,40,0.498928888057936,0.64632321728931,84.4,70,50,83.3,75,100,100,100,44.4,100,58.3,5,6,5,4,6,6,3,5,5,2,3,5,4,5
"587",1395,70,75,-0.0734217275968895,0.790386881937017,84.4,70,80,41.7,100,0,0,100,0,0,58.3,5,5,6,5,5,6,2,5,4,7,6,6,4,3
"588",1397,80,85,0.214905274274339,-1.35513269513775,87.5,60,60,100,100,0,100,100,0,0,25,4,4,4,4,4,4,4,4,4,5,5,5,5,1
"589",1409,70,65,-0.645772343251715,1.78854227271041,93.8,60,70,75,100,0,66.7,0,0,22.2,33.3,4,6,6,4,6,6,2,4,6,7,5,7,2,3
"590",1413,70,55,-1.50644996077777,-2.07030588749601,84.4,10,10,25,50,0,0,0,0,0,16.7,2,4,3,4,3,4,3,3,6,4,3,5,4,5
"591",1416,80,70,-0.645772343251715,0.219277354226466,65.6,0,50,33.3,66.7,0,0,0,0,0,0,5,6,2,6,1,7,2,5,5,6,4,5,3,1
"592",1416,80,70,-0.645772343251715,0.219277354226466,65.6,0,50,33.3,66.7,0,0,0,0,0,0,6,7,1,7,1,7,2,6,6,5,5,6,4,2
"593",1422,75,45,-1.22242634699417,-0.784023167427203,78.1,40,20,25,91.7,0,66.7,0,22.2,0,33.3,5,5,5,5,5,6,3,4,5,6,5,5,2,4
"594",1424,75,50,0.498928888057936,-0.784023167427203,68.8,30,80,25,91.7,0,66.7,0,0,0,41.7,3,7,6,5,3,7,5,4,3,5,3,6,3,4
"595",1427,60,40,-0.361748729468118,-0.928086832074909,84.4,0,20,33.3,83.3,0,66.7,0,0,0,16.7,6,5,7,4,6,5,5,5,5,6,6,6,5,3
"596",1429,75,70,-0.934099345122943,-1.35513269513775,46.9,20,40,25,66.7,0,33.3,0,0,0,25,2,5,7,3,5,6,5,6,2,6,5,4,4,4
"597",1436,90,65,-0.0734217275968895,0.790386881937017,87.5,40,50,50,83.3,0,100,66.7,0,0,25,3,3,6,3,6,6,6,4,1,1,3,5,4,5
"598",1440,80,80,0.214905274274339,-0.639959502779497,96.9,40,80,83.3,83.3,100,100,100,0,0,33.3,6,5,6,3,4,5,3,3,5,5,6,6,4,1
"599",1457,80,40,-2.08310396452022,1.78854227271041,81.2,30,70,33.3,100,0,0,0,0,0,8.3,4,5,4,5,5,7,4,4,6,6,5,7,3,3
"600",1463,60,45,0.214905274274339,-0.49589583813179,90.6,30,40,25,100,0,100,100,22.2,11.1,25,2,5,6,2,6,6,4,4,2,4,4,4,4,2
"601",1467,90,60,0.498928888057936,-0.784023167427203,62.5,30,80,33.3,100,0,0,0,11.1,77.8,8.3,6,6,5,3,3,7,5,5,5,6,5,7,3,2
"602",1467,90,60,0.498928888057936,-0.784023167427203,62.5,30,80,33.3,100,0,0,0,11.1,77.8,8.3,6,6,6,5,6,6,5,6,6,7,5,7,3,1
"603",1469,45,35,-0.934099345122943,-0.784023167427203,40.6,0,0,33.3,75,0,33.3,0,11.1,0,25,4,6,5,6,3,7,5,6,3,5,3,7,4,3
"604",1493,70,65,-0.361748729468118,2.21558813577325,100,70,70,33.3,100,100,100,100,0,0,50,6,7,4,7,5,7,3,5,6,7,6,7,4,3
"605",1494,95,65,-1.22242634699417,-1.06700536584234,93.8,30,50,25,91.7,0,0,0,0,0,16.7,6,6,6,6,6,6,6,5,5,4,4,4,4,5
"606",1513,60,50,-0.645772343251715,-0.49589583813179,90.6,90,90,25,100,0,100,100,0,77.8,41.7,2,3,5,3,3,5,6,4,2,1,5,4,4,3
"607",1523,80,60,-1.50644996077777,-1.9262422228483,56.2,30,20,25,83.3,0,0,0,0,0,50,3,7,7,4,6,6,5,5,2,6,5,5,4,1
"608",1533,100,75,0.787255889929164,1.50556007429527,71.9,10,100,25,100,0,100,0,22.2,77.8,16.7,2,4,6,3,5,6,4,3,2,4,5,5,1,1
"609",1556,45,40,-1.50644996077777,-1.49919635978546,28.1,0,0,66.7,58.3,0,0,0,0,0,16.7,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"610",1570,60,40,-1.794776962649,-0.784023167427203,78.1,0,10,33.3,33.3,0,0,0,0,0,8.3,2,6,7,5,5,7,6,2,2,7,5,3,1,2
"611",1570,60,40,-1.794776962649,-0.784023167427203,78.1,0,10,33.3,33.3,0,0,0,0,0,8.3,1,1,1,1,1,1,1,1,1,1,1,1,2,5
"612",1585,60,50,-1.22242634699417,-0.356977304364359,87.5,10,20,66.7,100,100,100,100,11.1,11.1,41.7,3,6,7,4,6,6,2,5,1,6,5,7,4,1
"613",1595,65,50,1.35960650558399,-0.639959502779497,62.5,10,80,25,91.7,0,66.7,0,0,0,8.3,3,6,5,5,5,5,2,4,2,5,5,5,4,4
"614",1597,70,45,-0.361748729468118,-0.212913639716653,87.5,60,50,75,91.7,0,100,0,22.2,66.7,25,3,3,6,3,5,6,3,3,3,5,5,5,4,4
"615",1606,80,60,0.498928888057936,-0.356977304364359,75,60,50,41.7,75,0,100,100,33.3,0,25,5,5,5,3,2,6,2,2,2,5,4,5,4,1
"616",1613,90,95,0.214905274274339,-0.0688499750689463,56.2,20,60,25,100,0,100,0,0,0,33.3,5,4,6,7,6,5,6,2,2,6,4,6,5,2
"617",1617,85,60,0.214905274274339,2.21558813577325,100,70,100,25,100,66.7,100,66.7,11.1,0,33.3,5,6,7,6,6,7,5,5,4,7,5,7,4,3
"618",1617,85,60,0.214905274274339,2.21558813577325,100,70,100,25,100,66.7,100,66.7,11.1,0,33.3,3,4,7,6,5,6,2,4,2,6,5,7,4,3
"619",1618,65,60,0.498928888057936,-1.35513269513775,93.8,70,70,25,100,66.7,100,100,11.1,0,16.7,1,5,7,5,7,5,5,5,2,5,5,6,5,2
"620",1628,90,75,-0.934099345122943,1.36149640964757,87.5,0,40,33.3,100,0,0,0,0,11.1,25,1,4,7,5,5,6,4,3,1,5,6,5,3,2
"621",1629,65,70,0.214905274274339,0.790386881937017,75,10,60,41.7,100,0,0,0,0,0,16.7,1,7,7,4,4,6,1,5,1,7,6,6,2,1
"622",1630,80,50,-0.934099345122943,-0.0688499750689463,93.8,30,50,75,100,66.7,100,66.7,0,33.3,58.3,6,6,6,5,6,6,3,6,5,5,5,5,3,1
"623",1631,55,50,-1.22242634699417,-0.49589583813179,81.2,0,0,25,83.3,0,0,0,0,0,16.7,1,2,6,5,6,7,2,6,1,6,2,7,4,1
"624",1632,60,75,-0.934099345122943,-1.06700536584234,71.9,0,0,25,58.3,0,100,100,11.1,0,33.3,5,5,6,4,4,5,5,5,4,5,4,6,5,5
"625",1633,75,55,-1.50644996077777,1.93260593735812,78.1,0,20,75,58.3,33.3,0,33.3,11.1,11.1,33.3,6,5,6,7,2,6,5,4,6,3,3,2,1,1
"626",1634,70,75,1.07558289180039,-0.639959502779497,93.8,90,40,91.7,100,100,100,100,33.3,55.6,50,3,7,7,7,6,7,3,6,2,5,6,6,4,2
"627",1635,85,55,-1.50644996077777,1.50556007429527,78.1,70,100,100,100,100,0,100,33.3,44.4,41.7,7,7,7,3,7,6,6,6,6,4,6,6,4,5
"628",1636,80,90,-0.361748729468118,-1.06700536584234,100,10,10,33.3,66.7,0,33.3,0,0,0,41.7,5,5,6,6,6,6,6,6,6,6,6,6,2,4
"629",1637,100,60,0.787255889929164,-0.356977304364359,100,50,90,25,100,0,66.7,0,11.1,88.9,33.3,6,7,7,4,4,7,5,4,5,7,5,6,3,2
"630",1638,85,55,0.214905274274339,1.6444786080627,87.5,0,0,25,100,0,33.3,0,0,0,25,5,5,6,6,5,6,6,6,5,2,6,6,3,1
"631",1639,65,70,-0.645772343251715,-0.0688499750689463,90.6,20,30,25,100,0,0,0,0,0,33.3,4,5,6,5,6,7,6,5,1,6,5,7,3,1
"632",1640,80,75,1.35960650558399,-0.212913639716653,96.9,70,80,100,100,100,100,100,55.6,44.4,41.7,5,7,6,6,5,6,5,5,5,6,5,7,4,1
"633",1641,55,55,-0.934099345122943,-1.06700536584234,81.2,10,20,33.3,100,0,33.3,0,0,0,58.3,1,7,7,6,6,7,5,6,2,6,6,7,3,2
"634",1642,55,60,-1.22242634699417,-1.35513269513775,62.5,70,20,50,100,0,0,0,0,0,25,6,6,4,4,3,6,4,4,5,5,4,5,4,2
"635",1643,65,65,1.35960650558399,0.0752136895787599,90.6,80,80,91.7,100,0,100,33.3,0,0,33.3,4,7,6,4,5,6,3,3,3,6,4,6,3,1
"636",1644,70,55,-0.361748729468118,-0.49589583813179,75,100,90,41.7,100,100,100,100,0,66.7,50,1,5,7,2,5,5,6,1,1,5,4,6,4,1
"637",1644,70,55,-0.361748729468118,-0.49589583813179,75,100,90,41.7,100,100,100,100,0,66.7,50,1,7,7,5,7,5,7,4,1,1,1,6,4,2
"638",1646,100,90,1.07558289180039,1.93260593735812,96.9,100,100,100,100,100,100,100,44.4,100,100,6,6,6,5,5,6,5,6,5,7,6,7,4,4
"639",1647,70,50,-0.0734217275968895,-0.49589583813179,84.4,0,0,41.7,100,0,66.7,0,11.1,22.2,41.7,2,2,5,3,4,6,5,5,4,5,4,4,2,3
"640",1648,60,60,-0.934099345122943,-0.784023167427203,87.5,80,90,25,100,0,100,66.7,0,0,16.7,5,5,7,6,2,7,2,4,3,4,5,4,3,3
"641",1649,70,70,-0.0734217275968895,1.50556007429527,68.8,60,90,66.7,100,33.3,100,100,0,0,41.7,1,3,6,2,4,5,5,2,1,6,7,7,4,2
"642",1650,90,85,0.787255889929164,1.50556007429527,96.9,70,60,100,91.7,66.7,100,66.7,44.4,66.7,25,5,5,5,5,7,6,7,7,6,7,4,7,4,5
"643",1651,35,70,-0.0734217275968895,-0.639959502779497,90.6,60,90,25,100,100,100,100,0,0,41.7,6,6,5,3,3,5,6,3,6,5,5,5,4,2
"644",1651,35,70,-0.0734217275968895,-0.639959502779497,90.6,60,90,25,100,100,100,100,0,0,41.7,6,6,2,4,5,6,6,2,6,6,6,6,4,2
"645",1652,70,70,0.214905274274339,-1.06700536584234,96.9,80,90,50,91.7,100,100,66.7,44.4,33.3,25,6,3,6,6,6,6,2,2,6,6,6,6,4,5
"646",1653,75,70,0.498928888057936,0.0752136895787599,56.2,20,70,25,100,0,100,0,0,0,25,2,5,7,4,5,6,4,3,1,7,6,6,4,1
"647",1654,60,75,1.35960650558399,0.219277354226466,90.6,80,100,100,100,100,100,100,22.2,55.6,41.7,5,4,5,3,6,6,5,5,3,5,4,6,4,1
"648",1655,50,75,1.07558289180039,0.0752136895787599,90.6,80,30,25,83.3,100,100,100,11.1,11.1,33.3,6,7,7,7,7,7,7,4,5,6,2,7,4,1
"649",1656,65,55,-0.0734217275968895,-1.35513269513775,84.4,20,90,33.3,100,0,100,0,0,0,16.7,5,7,6,3,4,7,5,3,2,1,7,7,3,1
"650",1657,100,75,0.498928888057936,0.64632321728931,81.2,70,90,66.7,100,100,100,100,55.6,33.3,66.7,6,7,5,7,5,7,1,7,6,6,6,7,4,2
"651",1657,100,75,0.498928888057936,0.64632321728931,81.2,70,90,66.7,100,100,100,100,55.6,33.3,66.7,6,6,5,7,5,7,1,7,6,6,6,7,4,3
"652",1658,70,45,-0.645772343251715,-0.784023167427203,87.5,60,90,25,91.7,0,100,0,0,0,16.7,5,7,5,7,5,7,2,7,3,6,4,7,4,4
"653",1658,70,45,-0.645772343251715,-0.784023167427203,87.5,60,90,25,91.7,0,100,0,0,0,16.7,5,7,6,3,6,7,1,6,5,5,4,7,4,4
"654",1660,85,70,1.07558289180039,1.50556007429527,100,100,100,41.7,83.3,0,100,0,11.1,0,41.7,6,7,7,5,6,7,7,7,6,7,7,7,4,4
"655",1661,75,80,-0.361748729468118,-0.784023167427203,68.8,30,80,25,100,0,33.3,0,0,66.7,41.7,5,6,6,6,5,5,4,4,3,4,3,6,3,2
"656",1662,65,70,-1.50644996077777,-1.49919635978546,90.6,60,100,25,83.3,100,0,66.7,0,0,8.3,4,5,6,5,3,6,5,4,4,5,3,3,4,3
"657",1662,65,70,-1.50644996077777,-1.49919635978546,90.6,60,100,25,83.3,100,0,66.7,0,0,8.3,4,5,6,3,4,5,5,5,4,4,4,4,2,3
"658",1663,90,75,0.787255889929164,-0.928086832074909,90.6,70,80,100,100,100,100,100,66.7,66.7,41.7,6,7,6,5,5,6,2,4,5,7,6,7,4,3
"659",1664,80,80,0.498928888057936,0.0752136895787599,84.4,20,60,25,100,66.7,100,100,0,66.7,8.3,5,5,6,7,5,6,2,6,5,7,7,7,4,2
"660",1665,95,75,1.35960650558399,-0.639959502779497,100,70,90,41.7,100,100,100,100,11.1,22.2,58.3,7,7,6,2,5,6,6,5,7,6,5,6,5,1
"661",1666,95,85,1.35960650558399,1.36149640964757,81.2,60,80,91.7,100,0,100,100,55.6,77.8,33.3,5,7,6,7,5,5,1,7,6,6,6,6,4,5
"662",1667,70,90,0.498928888057936,-0.0688499750689463,93.8,50,30,100,100,0,100,100,88.9,100,66.7,5,6,5,7,2,6,5,4,6,6,4,7,4,1
"663",1668,65,45,-0.0734217275968895,-1.06700536584234,90.6,80,90,33.3,100,0,0,0,22.2,0,16.7,6,6,6,5,6,6,6,6,6,6,6,6,5,5
"664",1669,50,85,-1.794776962649,0.790386881937017,90.6,80,100,25,100,0,33.3,0,0,0,41.7,5,3,7,5,5,6,7,4,2,7,7,7,3,2
"665",1670,95,85,0.787255889929164,0.502259552641604,87.5,90,90,100,100,100,100,100,100,11.1,25,6,6,6,6,4,7,6,5,3,5,5,6,4,1
"666",1671,95,80,1.07558289180039,1.07336908035215,87.5,80,70,25,100,100,100,100,100,100,83.3,4,5,6,4,6,6,3,5,4,2,4,5,5,5
"667",1672,75,70,1.07558289180039,1.36149640964757,87.5,80,100,100,100,0,0,0,0,0,16.7,4,5,6,4,5,6,3,5,3,6,4,5,3,1
"668",1673,100,85,1.35960650558399,1.07336908035215,93.8,50,50,25,91.7,66.7,100,0,0,0,66.7,5,5,7,6,5,6,2,6,5,6,4,5,5,1
"669",1674,75,85,1.35960650558399,0.358195887993897,96.9,80,80,25,91.7,0,66.7,0,33.3,88.9,33.3,4,4,6,6,4,6,3,4,2,6,6,6,3,4
"670",1675,95,70,-0.361748729468118,-1.35513269513775,90.6,0,0,100,100,66.7,100,100,33.3,44.4,8.3,6,6,6,6,6,6,6,6,6,6,6,6,4,3
"671",1676,50,55,0.498928888057936,1.21743274499986,87.5,0,60,33.3,100,0,100,0,66.7,88.9,50,6,6,5,5,5,7,6,6,3,5,5,5,4,5
"672",1676,50,55,0.498928888057936,1.21743274499986,87.5,0,60,33.3,100,0,100,0,66.7,88.9,50,5,7,5,6,7,6,5,5,2,3,5,5,4,4
"673",1677,100,75,0.498928888057936,0.219277354226466,87.5,80,70,58.3,100,0,100,100,0,33.3,58.3,6,6,2,6,2,5,2,5,6,5,3,6,2,3
"674",1678,90,80,-0.934099345122943,-0.49589583813179,93.8,0,0,100,100,0,100,100,0,11.1,50,7,7,5,6,6,6,3,5,7,6,6,3,4,2
"675",1680,70,35,-0.645772343251715,-1.9262422228483,100,40,40,25,100,66.7,100,66.7,33.3,11.1,33.3,6,6,6,6,2,6,6,6,6,6,6,5,4,4
"676",1681,85,50,-0.934099345122943,0.64632321728931,87.5,40,50,50,91.7,100,100,100,0,0,16.7,4,4,4,5,4,6,3,5,4,7,7,7,4,4
"677",1683,50,60,-0.645772343251715,-1.06700536584234,62.5,20,40,33.3,66.7,0,66.7,33.3,22.2,0,41.7,2,6,7,7,5,7,4,5,1,5,4,4,3,1
"678",1684,75,50,-2.08310396452022,0.790386881937017,75,0,0,25,83.3,0,0,0,11.1,0,8.3,3,6,7,5,5,6,5,5,4,5,4,5,2,1
"679",1686,75,35,0.498928888057936,-0.356977304364359,93.8,30,60,25,91.7,100,100,100,11.1,11.1,25,5,4,5,7,5,7,5,5,3,2,3,6,4,2
"680",1687,95,40,-0.361748729468118,0.64632321728931,100,0,50,25,100,0,100,100,0,33.3,91.7,4,7,7,5,7,7,3,2,5,7,7,7,3,3
"681",1688,100,70,1.35960650558399,-0.356977304364359,100,60,80,100,100,100,100,100,100,100,91.7,6,6,5,3,5,6,3,7,5,7,7,7,4,1
"682",1689,40,60,-0.361748729468118,-1.35513269513775,43.8,20,40,25,91.7,0,33.3,0,0,0,33.3,5,6,7,6,6,7,6,6,3,5,6,6,3,4
"683",1690,50,60,0.214905274274339,-1.35513269513775,62.5,40,100,83.3,91.7,0,100,100,0,0,33.3,5,5,5,3,5,6,6,6,3,5,4,6,4,3
