id_code,cohort,start_time,end_time,duration,USborn,18plus,RUniYrs,School year,major,ratereading,ratewriting,ratespeaking,accent,born outside,engfirst,polideo,partypick,agecomeus,ssn,religion,othrel,denom,collcredits,englevel,firstlang,prevexp,expparticip,firstlogin,FathEd,FathOcc,MothEd,Income,class,gender,SelfIncome,marital,comfyspkreadeng,turn18quarter,gpa,mothocc,closerparty,Ethnic,hispdetail,hispother,asiandetail,asianother,ethdenomination,affirmgoodfaith,usemydata,birthdate,plan4yearuni,age,wheremomborn,wheremomraised,wheredadborn,wheredadraised,stateborn,Motheth,mothethexp,fatheth,fathethexp,socpsychclass,missionfoothill,majorconc,highestdegstrin,otherdegree,SES,acknowledge,SDO1,SDO2,SDO3,SDO4,SDO5,SDO6,learnid_1,learnid_2,learnid_3,gms.in_1,gms.in_2,wmnpromote,geninequalex,geninequalprob,geninequalhigh,discrimnoprob,discrimjobs,sexisttv,menwomeneq,womenmenop,opsociety,allgrpadvance,lowtohighstatus,certaingroups,definementor,hopementee,goalsmentor,somementor,benfitmentor,gaystraight,pellgrant,declaremaj,changingmaj,commonmaj,howbalancdist,underforty,averagpersdist,typicalsucdist,typicalunsuc,genderhappens,oppgender,govpolicydont,unfairfavorgen,risefallgender,uniquegender,govpolicybad,SEC532,SEC533,chairparts,spatialrel,diagrams,math1,math2,math3,math4,math5,math6,math7,math8,math9,math10,math11,math14,math15,math16,howmanymath,mathposthigh
76063,Fall17,9/25/2017 12:37,9/25/2017 12:55,18,1,1,3,3,Undeclared,5,5,5,1,N/A,1,3,3,0,1,5,N/A,1,15,5,English,0,N/A,"Yes, this is my first time in the REP",1,Plumber/Heating repair,2,7,4,2,11,3,1,2,2.4,Administrative Assistant,2,1,8,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",5/11/1963,5,54,"Los Angeles, CA, USA","Los Angeles, CA, USA","Watsonville, CA, USA","Santa Cruz, CA, USA",CA,1,N/A,1,N/A,1,2,10,3,[Decline to Answer],7,1,2,2,1,6,6,6,4,4,4,2,5,3,6,6,6,1,7,1,1,1,2,2,6,6,A mentor is someone who you can learn from both in your area of interest and ethically.,How to succeed in the area that I was being mentored in,Career success,2,[Decline to Answer],2,2,2,[Decline to Answer],Taking another class that fascinates them more,5,2,30,10,0,5,6,3,3,5,5,6,45,33,6,2,7,1,2,6,5,6,7,2,6,1,2,Algebra,1,[Decline to Answer],[Decline to Answer],4,1
76066,Fall17,9/25/2017 13:23,9/25/2017 13:53,30,1,1,5,7,Kinesiology,4,3,3,1,N/A,1,5,2,0,1,2,N/A,7,175,5,English,0,N/A,"Yes, this is my first time in the REP",5,vp of slaes,4,12,5,2,14,1,1,2,3.75,Real Estate Agent,4,1,8,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",11/8/1993,7,23,"San Jose, Ca, United States","San Jose, California, United States","Chicago, United States","Michigan, United States",CA,1,Italian/German,1,N/A,2,1,10,5,[Decline to Answer],7,1,1,2,1,6,6,7,5,4,3,2,6,5,7,6,6,1,5,1,1,1,5,5,5,5,"Someone that you can look up to and who can teach you the ""ropes"" of the specific area you are interested in.",having the ability to fully engage in the subject with the mentor making sure I was on the correct path.,Understanding how things work versus memorizing topics.,1,"Always having someone there to discuss things with, count on, and help when needed.",2,2,1,No,Their interests change,40,1,45,50,20,5,3,2,1,5,3,7,155,26,6,5,7,5,7,6,6,5,6,5,5,5,2,Statistics,"1, 2, 3, 5",2013,[Decline to Answer],4,1
76069,Fall17,9/25/2017 14:35,9/25/2017 14:58,23,1,1,6,7,Paramedic,3,3,3,1,N/A,0,4,4,0,1,2,N/A,7,75,5,Tagolog,0,N/A,"Yes, this is my first time in the REP",1,Security Guard,2,4,2,1,14,2,1,2,3.3,Retired,2,4,8,N/A,4,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",11/29/1988,5,28,Philippines,Philippines,Philippines,Philippines,CA,4,Filipino,4,Filipino,3,2,10,3,[Decline to Answer],5,1,1,1,1,6,4,5,3,3,3,1,6,5,5,6,7,2,6,5,3,3,5,5,5,5,"Someone who can offer guidance for different situations and if they can't, they will find someone who will.",Lifelong solutions for day to day problems.,"Daily job-related ""what if"" scenarios.",2,[Decline to Answer],2,2,1,No,Traumatic personal experience.,70,1,80,20,5,4,1,6,4,1,7,7,175,30,7,5,6,6,7,7,4,4,7,5,4,5,2,Statistics,"1, 2, 5",Statistics 2013,[Decline to Answer],3,2
76072,Fall17,9/25/2017 14:44,9/25/2017 15:07,23,0,1,4,5,psychology,3,2,3,0,vietnam,0,5,1,2,1,7,catholic,2,62,3,vietnamese,0,[Decline to Answer],"Yes, this is my first time in the REP",3,military officer,3,14,2,1,3,3,1,2,3.5,stay in home mom,2,4,8,n/a,5,n/a,n/a,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",71973,6,44,saigon vietnam,saigon vietnam,saigon vietnam,saigon vietnam,saigon vietnam,4,n/a,4,n/a,2,1,10,3,[Decline to Answer],5,1,4,2,4,4,5,6,5,5,5,5,6,6,5,4,4,4,4,5,4,4,5,4,4,5,a guiden,known more,finish school,1,complete my school,2,1,1,no,because they find boring,45,1,40,15,15,4,5,3,4,5,4,5,115,30,5,4,4,2,2,5,3,4,6,5,5,4,2,math10,1,2015,[Decline to Answer],2,3
76078,Fall17,9/25/2017 14:21,9/25/2017 15:11,50,1,1,2-Jan,3,Sociology,5,3,3,0,n/a,1,6,2,0,1,2,Catholic,2,56.5,5,English,0,n/a,"Yes, this is my first time in the REP",4,Retired- was an Electrician/Supervisor for Foothill College for 32 years,2,9,4,2,7,4,1,2,2.01,secretary until 1978 when she had first child- Then was homemaker rest of time,4,3,6,Spanish and Portuguese,7,n/a,n/a,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",2/5/1982,4,35,"San Jose, CA USA","Santa Clara, CA USA","San Jose, CA USA","Union City, CA USA",CA,1,Portuguese,3,Spanish and Portuguese,1,2,10,3,[Decline to Answer],6,1,4,1,4,5,6,6,5,3,5,2,5,7,5,5,3,1,7,3,1,1,5,4,6,5,Someone older than you who has experience in something you like and can teach you about it and support you through the process mentally.,A close bond so that I always have someone I can call on for help and just to talk when things get rough-Hopefully they have experienced the same at some point in their life.,motivation to get me through math classes need to graduate.,2,[Decline to Answer],2,2,1,Not planning to change it from Sociology,Do not like the topic or find something of more interest to go into.,35,1,40,30,35,4,2,4,7,4,5,7,140,33,7,6,6,1,7,7,4,4,6,1,5,1,2,2007 pre algebra but withdrew from it- teacher didn't teach well so was not confident and didn't understand it.,1,2007 pre-algebra but didnt have good teacher and wasnt grasping it so I withdrew.,[Decline to Answer],2,1
76081,Fall17,10/5/2017 21:09,10/5/2017 21:36,27,1,1,0,2,Statistics,5,5,5,0,n/a,1,2,1,0,1,6,n/a,1,30,5,english and mandarin,0,n/a,"Yes, this is my first time in the REP",2,n/a,6,8,5,2,14,1,1,2,4,teacher,4,7,8,n/a,7,n/a,half white half Taiwanese,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",5/31/1999,7,18,Taiwan,Taiwan,America,unknown,california,4,Taiwanese,1,n/a,2,1,5,3,[Decline to Answer],4,1,5,2,1,7,7,7,6,6,6,2,6,5,7,7,7,1,7,1,1,1,5,2,7,7,a mentor is someone who guides you through life,adapting their wisdom,How to prioritize my life,1,[Decline to Answer],2,2,1,no,uncertain when deciding initially on their major,0,1,0,0,0,7,6,2,6,5,4,7,0,37,6,6,6,5,6,6,7,5,7,5,6,4,1,Calculus,"1, 2, 3, 4, 5",Calculus in 2017,[Decline to Answer],4,2
76084,Fall17,9/25/2017 15:56,9/25/2017 16:13,17,1,1,0,2,Biology,5,5,5,1,N/A,1,2,3,0,1,6,N/A,1,0,5,English,0,N/A,"Yes, this is my first time in the REP",6,Engineer,5,8,5,2,14,1,1,2,N/A,Art Teacher,3,1,8,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",4/8/1999,6,18,Iran,Iran,Iran,Iran,CA,1,N/A,1,N/A,2,1,10,3,I did not answer other,8,1,1,1,1,6,6,6,5,5,5,3,5,6,5,5,4,3,4,3,4,6,7,7,3,2,A person that guides you on your path in terms of a possible career path or goal you want to achieve.,More knowledge about a field of study or a career area.,Building by knowledge of a field of study.,1,I learned more about my chosen career path.,2,2,2,No,Decide that they want to do something different with their career.,35,1,35,35,30,6,5,4,4,4,3,5,135,31,5,5,5,6,6,6,5,6,6,3,6,5,2,AP Calculus AB,"1, 2, 3, 4",[Decline to Answer],[Decline to Answer],3,1
76087,Fall17,9/25/2017 16:18,9/25/2017 17:08,50,1,1,1,3,Biological Sciences,4,4,4,0,N/A,1,2,1,0,1,7,Catholic,2,25,5,English,0,N/A,"Yes, this is my first time in the REP",2,RDA technician,3,7,2,2,9,1,1,2,28,Care taker,4,4,8,N/A,4,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",9/6/1996,6,21,"San Fabian, Philippines","San Francisco, CA, United States of America","Mapandan, Philippines","Sunnyvale, CA, United States of America",CA,4,Filipino,4,Filipino,2,1,10,3,[Decline to Answer],3,1,1,1,1,7,7,7,3,2,4,2,6,6,6,6,6,1,5,1,2,3,3,2,7,5,A mentor is someone that looks after you and guides you to a specific direction in life.,Hopefully to be closer to achieving my goals I set in place.,"Getting out of community college, transferring to a university and eventually getting school finished and onto a career.",2,[Decline to Answer],2,2,1,Yes to switch it to nursing.,Because they're interests have changed.,20,1,35,15,5,6,2,1,3,3,5,7,75,27,5,6,6,5,5,7,3,5,6,6,5,3,2,Intermediate Algebra,"1, 2, 3",[Decline to Answer],[Decline to Answer],4,3
76090,Fall17,9/25/2017 17:34,9/25/2017 18:09,35,1,0,0,1,Prospective Computer Science Major,5,5,5,1,N/A,0,2,1,0,1,3,N/A,1,5,5,Hindi,0,N/A,"Yes, this is my first time in the REP",6,"Director of Product Management, Oracle",6,12,4,2,14,1,1,0,3.92,"Educator, Fremont High School",4,9,8,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",3/26/2000,6,17,"Gurgaon, Haryana, India","Gurgaon, Haryana, India","Delhi, Delhi, India","Delhi, Delhi, India",CA,4,N/A,4,N/A,2,1,2,1,[Decline to Answer],7,1,2,2,2,6,6,5,6,5,5,2,6,4,7,7,6,1,6,1,2,1,3,3,6,4,I would describe a mentor as someone who guides me and helps me when I get stuck.,I'd hope to acquire new skills and knowledge.,I would hope to improve/get better on the project/task/assignment/scenario I am being mentored on.,1,I have had someone to guide me through an area I am not familiar with. This helped me transition into a new role.,2,2,2,N/A,They may realize they are not interested in that field of study and that they would like to pursue something else.,35,2,40,40,30,6,2,6,6,2,3,7,145,32,6,6,6,7,6,5,7,4,6,2,6,6,1,AP Statistics at Cupertino High School,"1, 2, 3, 4, 5","Algebra II/Trig (2014-2015), Pre-Calculus Honors (2015-2016), AP Calculus AB (2016 - 2017), Intermediate Calculus 4A (2017), AP Statistics (2017-2018)",[Decline to Answer],4,1
76093,Fall17,9/30/2017 11:09,9/30/2017 12:19,70,1,1,1,3,Bio Chemistry,4,3,5,1,n/a,1,4,4,0,1,2,N/A,7,Not Sure,5,[Decline to Answer],0,N/A,"Yes, this is my first time in the REP",2,Business Owner,1,14,3,2,4,3,1,2,3.8,Human Resources,2,7,8,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1/28/1992,6,25,"San Jose, CA, United States","San Jose, CA, United States","Cahuita, LÌ?mon Province, Costa Rica","Cahuita, LÌ?mon Province, Costa Rica",CA,6,Latina and Pacific Islander,3,N/A,1,1,1,3,[Decline to Answer],4,1,1,2,1,6,7,6,4,5,5,2,5,6,6,4,4,3,2,2,3,4,6,6,5,3,Someone who you pick to help guide you through certain aspects of life,learning how not to stress the little things,[Decline to Answer],2,[Decline to Answer],2,1,1,[Decline to Answer],found a new Interest,25,1,50,45,0,4,2,3,2,2,4,4,120,21,4,2,5,5,6,5,4,4,7,5,4,4,2,algebra,"1, 2","Geometry in 2009, Algebra in 2017",[Decline to Answer],3,1
76096,Fall17,9/25/2017 17:46,9/25/2017 18:18,32,1,1,Graduated SJSU (5 years),6,Child & Adolescent Development,3,3,3,0,N/A,0,2,4,0,1,7,catholic,2,115+,3,Spanish,1,Sona (psy 1) online,"Yes, this is my first time in the REP",1,Painter,1,5,4,2,1,1,1,2,2.6,Taking care of her children :),3,3,1,n/a,7,n/a,n.a,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",12/25/1993,7,23,Mexico,Mexico,Mexico,Mexico,CA,3,Mexican American,3,Mexican American,3,1,10,5,[Decline to Answer],6,1,2,3,2,6,6,6,5,5,5,2,5,6,5,5,4,2,5,4,3,3,5,5,6,6,someone that helps guide/teach an individual,[Decline to Answer],[Decline to Answer],1,[Decline to Answer],2,1,1,I already graduated,"did not like major, too hard, too boring.",30,1,35,20,45,4,3,5,3,4,4,3,130,26,5,4,6,5,5,6,4,4,5,5,5,4,2,"Concepts in Mathematics, Probability and Statistics","1, 2, 3, 5",[Decline to Answer],[Decline to Answer],5,5
76099,Fall17,9/25/2017 18:01,9/25/2017 18:22,21,1,1,0,2,Child Development,3,3,3,1,N/A,0,4,5,0,1,2,N/A,4,0,5,Chinese,0,[Decline to Answer],"Yes, this is my first time in the REP",2,Pastor,5,3,1,2,14,1,1,2,3.5,Unemployed,3,4,8,N/A,6,Taiwanese,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",9/21/1999,6,18,"Taipei, Taiwan","Taipei, Taiwan",Burma,"Taipei, Taiwan",NJ,4,N/A,4,N/A,2,1,10,3,[Decline to Answer],2,1,2,1,1,7,5,4,3,2,3,3,6,3,3,3,4,2,2,2,1,1,4,3,7,7,A good role model,Life lessons?,learn a bunch,2,[Decline to Answer],2,2,1,no im not,"indecisive, dont know their role in life",50,1,50,50,50,6,5,5,5,5,5,5,200,36,5,5,5,4,5,6,5,5,5,5,5,4,2,AP Statistic,"1, 2, 3, 5","Algebra 2013, geometry 2014, Pre-Calculus 2015, Trigonometry 2016, Statistic 2017",[Decline to Answer],4,5
76102,Fall17,9/25/2017 18:40,9/25/2017 20:08,88,1,1,none,2,Sociology,1,3,4,0,N/A,0,4,1,0,1,2,N/A,2,0,4,Spanish,0,N/A,"Yes, this is my first time in the REP",7,Janitor,1,4,3,2,14,1,1,2,N/A because my teachers havent put grades,Machine Operator,2,3,1,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",6/21/1999,4,18,"Acapulco, Guerrero, Mexico",[Decline to Answer],"Pachuca, Hidalgo, Mexico","Pachuca, Hidalgo",CA,3,N/A,3,N/A,2,1,10,3,[Decline to Answer],6,1,1,1,1,7,7,7,4,5,6,3,5,7,7,6,6,2,7,3,2,1,2,7,4,3,A mentor is someone who advises another person about things and teaches people,[Decline to Answer],[Decline to Answer],1,I have a person who teaches me good things and bad and also listens to me and advises me with what i should do and what i shouldnt. Also ive gotten an opinion on things instead of just having my own.,2,,1,Not as of right now because im pretty content with what ive decided.,I think a lot of people change their majors because they see that the classes are too much or that the process is too long. Another reason people change them is because the pay isnt what they expected.,0,1,0,100,30,7,2,3,1,3,6,6,130,28,5,3,7,1,7,4,5,5,7,2,4,1,1,math 902 pre algebra,"1, 2",Algebra 2013 Geometry 2014,[Decline to Answer],3,1
76105,Fall17,9/26/2017 19:24,9/26/2017 19:44,20,1,1,2,4,"Nursing, Bio science",5,5,5,0,N/A,1,2,1,0,1,2,N/A,2,90+,5,English,0,N/A,"Yes, this is my first time in the REP",7,N/A,1,3,2,2,14,1,1,2,2.4,manicurist,4,4,8,N/A,5,n/a,n/a,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",3/22/1997,6,20,"Modesto, California, USA",San Francisco,N/A,N/A,CA,4,Chinese,4,Vietnamese,1,2,10,3,[Decline to Answer],3,1,1,1,1,7,7,6,5,5,5,2,6,5,6,6,6,2,6,3,3,3,1,1,7,6,Someone who you can go to for guidance.,guidance,My future,1,life goals,4,1,1,Yes,They find things that they become interested in and realize that that is what they want to do.,25,1,20,30,15,5,5,5,3,5,3,6,90,32,5,4,6,5,5,5,3,5,6,6,6,3,2,Statistics,"1, 2, 3, 5",Statistics in 2016,[Decline to Answer],4,3
76108,Fall17,9/25/2017 18:56,9/25/2017 19:13,17,1,1,3,5,Biotechnology,5,5,4,1,N/A,1,4,1,0,1,2,NA,6,140,5,english,1,at my university,"Yes, this is my first time in the REP",6,electrical engineer,6,13,5,2,14,1,1,2,3.2,community service officer,2,7,8,NA,7,half indian,half indian,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",11/24/1996,7,20,"santa rosa, ca, usa","santa rosa, ca, usa",india,india,CA,1,white,4,indian,3,2,7,3,no,9,1,3,5,3,4,3,3,4,5,5,2,4,5,6,6,5,2,5,2,2,2,6,6,5,4,Someone who you can look to for support and guidance,Knowledge that I can further use to better myself,Working at a startup,1,"College help, good advice, etc. Getting a good job",2,2,1,no,dont enjoy their classes or realize it won't make money or realize the jobs they can do w the degree aren't appealing,30,1,45,35,20,5,5,5,6,5,6,6,130,38,6,6,6,6,6,6,6,5,3,3,5,2,2,Stats,"1, 2, 3, 4, 5",Stats in 2015,stats 2015,4,4
76111,Fall17,9/25/2017 19:04,9/25/2017 19:29,25,1,1,2,4,"Psychology, Biology",3,3,3,1,N/A,1,8,6,0,1,1,N/A,1,101.5,5,English,0,[Decline to Answer],"Yes, this is my first time in the REP",1,Self-owned restaurant: cook,2,5,2,2,14,1,1,2,317,Self-owned restaurant: server,2,4,8,N/A,1,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1/15/1997,6,20,"Saigon, Vietnam","Saigon, Vietnam","Saigon, Vietnam","Saigon, Vietnam",KS,4,Chinese,4,Chinese,6,2,10,3,[Decline to Answer],4,1,2,2,1,6,5,6,4,3,3,3,5,5,6,6,5,2,5,3,3,3,3,3,6,6,A mentor is an individual who will guide you and give you advice,I would want a greater understanding of what I'm being mentored in,Skills in a certain field and a broader understanding,2,[Decline to Answer],2,1,1,I do not think I will change my declared major as I hope to study in the medial field but with an emphasis in psychology.,"A person might change majors if they did not feel confident in succeeding, was not passing the required classes, or did not enjoy the classes.",65,1,55,40,25,6,3,2,2,5,3,7,185,28,3,2,5,2,6,5,6,5,6,5,4,3,1,Calculus,"1, 2, 3, 4, 5","Algebra in 2012, Geometry in 2013, Pre-Calculus/Trigonometry in 2016, Calculus in 2017, Statistics in 2016",[Decline to Answer],4,5
76114,Fall17,9/25/2017 19:35,9/25/2017 20:30,55,0,1,two,3,Business,3,2,4,0,China,0,1,4,1,0,6,"Myself, social morals",1,Not sure,3,Chinese,0,[Decline to Answer],"Yes, this is my first time in the REP",5,teacher,5,14,4,1,2,1,1,2,Not sure,teacher,1,4,8,N/A.,1,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",11/12/1997,6,20,China,China,China,China,Hai Nan,4,Asian,4,Asian,3,1,4,3,[Decline to Answer],7,1,4,3,1,6,5,4,4,3,5,2,4,4,5,5,4,3,3,6,3,5,3,2,3,3,[Decline to Answer],[Decline to Answer],[Decline to Answer],1,[Decline to Answer],,2,1,"No, I love it",[Decline to Answer],10,1,45,45,10,5,4,5,4,2,6,2,110,28,3,3,2,6,5,6,7,2,6,5,4,6,2,college math,"5, 6",Statistics2016,[Decline to Answer],1,1
76117,Fall17,9/25/2017 20:07,9/25/2017 20:28,21,1,1,4,6,Economics & Accounting,5,5,3,0,N/A,1,5,3,0,1,2,N/A,5,192,5,[Decline to Answer],0,[Decline to Answer],"Yes, this is my first time in the REP",3,Business(restaurant),3,11,3,1,11,1,1,2,2.7,Business(restaurant),1,4,8,N/A,3,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",12/5/1994,7,22,South Korea,Brazil,South Korea,Brazil,CA,4,Korean,4,Korean,1,2,10,5,[Decline to Answer],6,1,2,1,1,7,7,7,5,5,5,4,6,6,6,6,6,2,6,2,2,2,2,5,7,4,Mentor is someone who teaches another person or persons.,Advice/help in areas where I struggle in,[Decline to Answer],1,"I did not have to face everything by myself. If I had trouble with something, my mentor would coach me through these obstacles.",2,2,1,[Decline to Answer],[Decline to Answer],25,1,40,15,15,4,2,3,6,2,5,3,95,25,3,2,7,6,6,5,3,5,6,4,7,5,2,Linear Algebra,"1, 2, 3, 4, 5, 6","Algebra in 2008, Geometry in 2009, Pre-calculus/Trigonometry 2010-2011, Calculus in 2012-2013, Statistics in 2014",Linear Algebra in 2017,4,3
76120,Fall17,9/25/2017 20:07,9/25/2017 20:33,26,1,1,1,3,Nursing,4,4,3,0,N/A,0,4,1,0,1,2,N/A,2,48,5,Vietnamese,0,N/A,"Yes, this is my first time in the REP",5,Systems Engineer,6,12,4,2,14,1,1,2,4,Pharmacist,2,4,8,N/A,5,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",10/27/1998,6,18,"Bien Hoa, Vietnam",[Decline to Answer],"Kenh Nam, Vietnam","Kenh Nam, Vietnam",California,4,Vietnamese,4,Vietnamese,2,1,10,3,[Decline to Answer],7,1,2,3,2,6,6,5,5,5,5,2,5,6,5,5,4,2,3,2,3,6,7,6,5,5,A mentor is a person who can teach you something valuable.,The most important thing is to have an encouraging mentor.,I would hope to eventually complete the task that my mentor has taught me to do independently.,1,I had earned more confidence in myself and a great model to base my actions upon.,2,2,1,"No, I do not plan to change my major because I find that nursing is the path I want to follow.",I believe it is because they realize and accept that they should change their major. Their original major may not be the best path for them.,40,1,55,55,40,5,2,3,5,2,4,6,190,27,6,5,7,6,7,6,6,5,5,6,5,4,2,Introduction to Statistics,"4, 5","Calculus in 2016, Statistics in 2017",[Decline to Answer],4,2
76123,Fall17,9/25/2017 20:31,9/25/2017 20:53,22,1,1,1,3,Human Development,4,4,4,0,N/A,0,2,1,0,1,2,N/A,5,48,5,Chinese,0,N/A,"Yes, this is my first time in the REP",7,"Not sure, not in life",3,2,1,2,14,1,1,2,389,Secretary in church,4,4,8,N/A,6,Taiwanese,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",4/10/1998,6,19,"Tainan, Taiwan","Tainan, Taiwan","Changhua, Taiwan","Changhua, Taiwan",CA,4,N/A,4,N/A,2,2,10,3,[Decline to Answer],4,1,2,4,2,6,6,6,5,5,6,2,6,5,7,7,7,1,5,2,1,2,2,2,7,7,"One who guides another with knowledge, experience, perspective. Someone one looks up to",Inspiration,How to become more motivated/confident,2,[Decline to Answer],2,1,1,No,Money,5,1,5,5,10,6,5,2,7,3,3,7,25,33,5,6,6,3,7,7,7,6,7,3,6,2,2,Statistics,"1, 2, 3, 5",Statistics in 2017,[Decline to Answer],4,2
76126,Fall17,10/6/2017 18:33,10/6/2017 19:51,78,1,1,7,6,Psychology,3,2,3,0,N/A,1,4,1,0,1,6,Spiritual,7,12,5,[Decline to Answer],1,[Decline to Answer],"Yes, this is my first time in the REP",7,N/A,3,8,4,2,5,1,1,2,3,Phlebotomist,2,2,8,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",12/25/1990,6,26,Jamaica,Jamaica and England,Jamaica,Jamaica,New Jersey,6,Jamaica,6,Jamaica,2,1,10,5,Bachelor degree,7,1,1,1,1,7,7,7,4,5,4,1,6,6,7,7,5,1,6,1,1,1,5,3,5,5,A person who teaches or showes you how to be a better person,My Mentee reaches their goals,Taking steps to reach their end game in life no matter how small.,1,My mother,2,2,1,Maybe,They find a new passion.,75,1,35,55,30,6,3,1,2,2,3,1,195,18,6,5,6,5,6,7,3,5,7,3,6,6,2,Not taking a math class,"1, 2, 5",[Decline to Answer],[Decline to Answer],4,3
76129,Fall17,9/25/2017 23:33,9/26/2017 0:32,59,0,1,4,5,LVN,3,2,3,0,Philippines,0,3,1,1,1,7,Catholic,2,200,4,Tagalog,0,N/A,"Yes, this is my first time in the REP",2,Manufacturing Lead,2,6,4,1,4,1,1,2,3,Machine Operator,2,4,8,N/A,4,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",7/29/1993,3,24,"Pampanga, Philippines","Pampanga, Philippines","Pangasinan, Philippines","Pangasinan, Philippines",Pangasinan,4,N/A,4,N/A,2,1,10,3,[Decline to Answer],5,1,3,3,3,5,5,5,3,4,3,2,5,5,5,5,4,3,4,3,5,4,5,5,5,3,A person who guides and teaches you,Knowledge and connections,Time management and consistency,1,Guidance towards high school; class choices,2,1,1,I don‰Ûªt know what I want to do,"Unsure, confusion",35,1,40,45,30,3,3,3,3,3,5,5,150,25,5,5,5,5,5,5,3,5,7,3,3,5,2,Calculus,"1, 2, 3, 4","Algebra 2009, Geometry 2010, Pre-Calculus 2011, Calculus 2012",[Decline to Answer],4,4
76132,Fall17,9/25/2017 21:07,9/25/2017 21:27,20,1,1,2,3,General Ed,5,5,5,1,n/a,1,4,3,0,1,1,N/A,1,82,5,[Decline to Answer],0,[Decline to Answer],"Yes, this is my first time in the REP",2,sales,2,2,3,1,6,3,1,2,4,sales,1,1,8,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",6/12/1957,2,60,"Los Angeles, Ca  USA","Los Angeles, Ca   USA","Los Angeles, Ca   USA","Los Angeles, Ca    USA",CA,1,N/A,1,N/A,3,2,10,1,[Decline to Answer],7,1,1,1,1,6,6,7,5,5,5,2,5,6,6,5,5,2,5,3,5,5,5,5,5,5,someone you can learn from,trust and knowledge,better understanding of myself and the world around me,2,[Decline to Answer],2,2,2,[Decline to Answer],[Decline to Answer],40,2,45,45,10,2,2,6,6,4,5,3,140,28,2,6,6,5,5,6,6,5,6,6,6,5,2,pre calculus in high school,"1, 2, 3","algebra in 1973, geometry in 1974, pre calc in 1975",[Decline to Answer],3,1
76138,Fall17,9/30/2017 20:38,9/30/2017 21:17,39,1,0,None,2,Physics,3,3,5,0,N/A,0,2,1,0,1,2,N/A,2,0.5,5,Spanish,0,N/A,"Yes, this is my first time in the REP",1,Togo's Employee,2,3,2,1,14,1,1,1,2.8,Togo's Employee,4,3,1,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",11/15/1999,6,17,Mexico,Mexico,Mexico,Mexico,CA,3,N/A,3,N/A,2,1,9,3,[Decline to Answer],4,1,2,2,2,7,7,7,4,5,3,1,5,6,6,7,6,1,6,3,3,2,3,2,6,7,Someone who guides you throughout what they are trying to teach you,[Decline to Answer],[Decline to Answer],1,[Decline to Answer],2,1,1,"Yes, Want to take an engineering field.(Aerospace Engineer)",They just dont like it or didn't think it would suit them as much as they thought,50,2,25,50,60,6,3,3,2,5,5,7,185,31,6,4,5,6,7,6,5,5,6,4,6,6,2,Math Analysis,"1, 2, 3",[Decline to Answer],[Decline to Answer],3,1
