id_code,cohort,start_time,end_time,duration,USborn,18plus,RUniYrs,School year,major,ratereading,ratewriting,ratespeaking,accent,born outside,engfirst,polideo,partypick,agecomeus,ssn,religion,othrel,denom,collcredits,englevel,firstlang,prevexp,expparticip,firstlogin,FathEd,FathOcc,MothEd,Income,class,gender,SelfIncome,marital,comfyspkreadeng,ADHD,learndisability,skinallergy,headinjury,turn18quarter,gpa,mothocc,closerparty,Ethnic,hispdetail,hispother,asiandetail,asianother,ethdenomination,affirmgoodfaith,usemydata,handedness,birthdate,plan4yearuni,age,wheremomborn,wheremomraised,wheredadborn,wheredadraised,stateborn,fatigue,teethclench,templesach,mouthwide,jawjoint,clickjoint,Motheth,mothethexp,fatheth,fathethexp,socpsychclass,missionfoothill,grindwakeful,majorconc,highestdegstrin,otherdegree,SES,acknowledge,SDO1,SDO2,SDO3,SDO4,SDO5,SDO6,learnid_1,learnid_2,learnid_3,gms.in_1,gms.in_2,childunder18,clenchwakeful,grindteeth,clenchteeth,dentition,wmnpromote,geninequalex,geninequalprob,geninequalhigh,discrimnoprob,discrimjobs,sexisttv,menwomeneq,womenmenop,opsociety,allgrpadvance,lowtohighstatus,certaingroups,baldistribution,operlaptop,operphone,phonecard,definementor,hopementee,goalsmentor,somementor,benfitmentor,gaystraight,pellgrant,mancomplete,specialfavor,innocentremark,womeasily,qualitypure,womcherish,womcontrol,womexagg,womfaircomp,fewwomteas,womsuperior,feminists,womrefined
75139,Sum17,6/26/2017 10:08,6/26/2017 10:44,36,1,1,6,8,Physiology,4,4,4,0,N/A,0,6,5,0,1,2,N/A,7,146,5,Vietnamese,0,N/A,"Yes, this is my first time in the REP",5,Business owner,4,10,4,1,14,1,1,0,0,0,0,2,3.57,Eyelash stylist,2,4,8,N/A,5,Vietnamese and Chinese,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,5/3/1992,7,25,Vietnam,Vietnam and United States,Vietnam,Vietnam and United States,CA,2,2,1,2,2,2,4,Vietnamese and French,4,Vietnamese and Chinese,2,1,2,10,5,[Decline to Answer],5,1,2,2,2,7,7,7,5,5,6,2,6,2,2,2,2,2,6,5,5,4,3,5,2,6,5,6,6,6,6,2,1,5,2,"A mentor is someone I look up to, who educates me, and only looks to my benefit. They also may maintain my integrity, making sure it is not compromised in any way.",Feeling like I would eventually be able to mentor someone else someday with the knowledge and experience I have gained from my mentor.,To become the best quality health care professional in my field. To be surrounded by experiences that will be necessary for my growth.,1,They have been small goals towards the bigger picture of my career. They have helped drive and motivate me towards my goal of being an advanced practitioner by counseling me and helping me experience all I can now to help prepare for my future.,2,,4,1,2,1,2,3,2,1,2,2,1,3,1
75142,Sum17,6/26/2017 10:24,6/26/2017 11:04,40,1,1,0,2,Psychology,4,3,4,0,N/A,0,2,1,0,1,2,N/A,2,3,5,Spanish,0,[Decline to Answer],"Yes, this is my first time in the REP",3,Chief,2,8,3,2,2,1,1,0,0,0,0,2,30,School Cafeteria Lady,4,3,1,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",0,6/4/1991,6,26,"Tijuana, MX","San Diego, CA","Jalisco, Guadalajara","San Diego, CA",CA,1,1,1,1,1,2,3,Hispanic,3,Hispanic,2,1,2,10,7,Certificate in Medical Billing,6,1,2,1,1,7,6,7,6,5,5,1,6,1,2,1,2,2,6,5,6,5,2,5,2,3,6,7,7,3,2,5,2,5,2,A mentor is someone you seek for help in either life events or school related problems. To me a mentor is someone you can reach out to who is available for you at your time of need.,I would like to get advise to correct current events happening in my life,My goals I would like to work on would be learning new ways to study to be able to reach my educational goals,2,[Decline to Answer],2,,5,2,5,5,3,5,5,5,4,2,4,4,5
75145,Sum17,6/27/2017 13:59,6/27/2017 14:32,33,1,1,5,8,Biology,5,5,5,1,N/A,1,2,1,0,1,2,N/A,2,I have completed my Bachelors degree requirements plus study credits beyond graduation.,5,English,0,N/A,"Yes, this is my first time in the REP",2,Paper Mill - He has worked there for 38 year in maintenance mechanics and shipping and now running the shop and overseeing heavy machinery maintenance.,3,8,3,2,14,1,1,0,0,0,0,2,2.9,N/A,4,1,8,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,1/21/1987,7,30,"Burbank, CA, United States","Simi Valley, CA, United States","San Jose, CA, United States","San Jose, CA, United States",CA,2,2,2,2,2,2,1,White - of European descent,1,White - of European descent,2,1,2,10,5,N/A,6,1,1,2,1,5,5,4,6,6,6,2,5,2,2,2,2,2,5,6,5,4,2,3,1,5,3,3,6,6,4,3,2,5,2,A mentor is a someone who invests their time and guidance toward a person's positive growth and advancement in life. A mentor cares for the person he or she is investing their energy toward.,"Guidance, encouragement, and wisdom.","Establishing a career path, creating financial stability, and making steady decisions regarding selection of a life partner.",1,"I have received emotional support through life changes, guidance on how to navigate the working world, insight regarding what my skill set can be used toward, and plenty of advice to be ""patient"" regarding dating. I've also been exposed to new knowledge.",2,2,4,1,2,4,4,5,3,4,2,3,4,4,4
75148,Sum17,6/26/2017 10:48,6/26/2017 11:12,24,1,1,5,6,"Education, Pre Nursing",5,5,5,1,N/A,1,2,1,0,1,2,N/A,6,260,5,English,0,N/A,"Yes, this is my first time in the REP",6,An ordained minister,6,11,5,2,2,1,1,1,1,1,1,2,3.7,Accountant,4,1,8,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,12/31/1990,7,26,"Stanford, CA, USA","Stanford, CA, USA","Lorain, OH, USA","Lorain, OH, USA",CA,2,2,2,2,2,2,1,N/A,1,N/A,2,1,2,10,5,[Decline to Answer],6,1,5,2,2,7,7,6,4,4,4,2,5,1,2,2,2,2,4,6,6,5,2,6,2,2,2,4,2,6,6,3,2,5,2,"Someone who leads, counsels, and helps in the best interest of others",To be led and helped,To achieve my dreams in the most positive way possible,1,I received guidance towards the right direction in achieving my goals and dreams,3,1,1,3,3,3,3,7,4,2,4,2,3,5,5
75151,Sum17,6/26/2017 19:45,6/26/2017 20:20,35,0,1,3,4,Microbiology,3,3,3,0,india,0,4,5,1,1,2,N/A,2,109,4,Malayalam,0,N/A,"Yes, this is my first time in the REP",5,Engineer,2,9,4,2,14,1,1,0,0,0,0,2,3.45,Housewife,2,4,8,N/A,6,Indian,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,3/19/1996,7,21,"Kottayam, Kerala, India","Kottayam, Kerala, India","Kottayam, Kerala, India","Kottayam, Kerala, India","Kerala, India",2,2,2,2,2,2,4,N/A,4,N/A,2,1,2,10,3,[Decline to Answer],6,1,4,4,4,4,4,4,4,4,3,4,5,2,2,2,2,2,3,4,3,3,3,5,3,5,5,4,3,5,4,5,1,2,2,A mentor is someone who advises and shows the right pathway for a mentee.,Advise in making sure if I am doing the right thing or not,[Decline to Answer],2,[Decline to Answer],2,2,4,4,5,3,5,7,3,5,4,5,6,4,5
75154,Sum17,6/26/2017 10:54,6/26/2017 11:31,37,1,0,0,1,N/A,5,5,5,1,N/A,1,1,1,0,1,6,N/A,1,3,5,English,0,N/A,"Yes, this is my first time in the REP",6,Software Engineer,6,12,5,2,14,1,1,0,0,0,0,0,4,Project Manager,4,4,8,N/A,6,Indian,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",0,7/11/2000,6,16,"Chennai, Tamil Nadu, India","Chennai, Tamil Nadu, India","Madurai, Tamil Nadu, India","Madurai, Tamil Nadu, India",CA,2,2,1,2,2,2,4,Indian,4,Indian,2,1,2,10,1,N/A,7,1,2,1,1,7,7,7,6,5,5,3,5,2,2,2,2,2,4,6,7,6,2,3,2,2,3,3,2,7,5,3,2,5,1,"Someone acts as a role model and invests in the well-being and success of another individual, almost similar to the dynamic between a parent and child.","Life lessons (how to be a better person, how to deal with hardships, etc.)","Concrete, measurable improvement in a certain area",1,"I worked toward the goal of improving as a writer, but I ended up gaining so much more, including lessons about life.",2,2,1,1,2,3,2,5,2,5,2,3,4,6,4
75157,Sum17,6/26/2017 11:22,6/26/2017 11:51,29,1,1,4,6,Registered Nursing,5,4,4,1,NA,1,2,1,0,1,2,NA,2,I don't know. Have completed my BA.,5,English,1,University of Oregon,"Yes, this is my first time in the REP",6,Accountant,4,11,5,2,9,3,1,0,0,0,0,2,2.5,Nurse,2,1,8,Na,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,1/17/1976,7,41,"NY,NY, USA","Brooklyn, NY USA","Floral Park, NY USA","Floral Park, NY USA",CT,2,2,2,2,2,2,1,N/A,1,N/A,1,1,2,10,5,[Decline to Answer],6,1,1,1,1,6,5,5,2,3,3,1,6,1,2,2,2,2,3,7,7,7,1,7,2,2,5,5,5,7,5,1,2,5,1,A trusted advisor. Someone I can to to talk about life and career foals.,The benefit of their experience and perspectives,Registered Nursing,2,N/A,2,2,1,1,1,1,1,4,1,1,2,6,1,2,2
75160,Sum17,6/26/2017 11:44,6/26/2017 12:47,63,0,1,I have 4 year bachelor degree.I am taking prerequisite for Accelerated BSN programme.,2,Nursing,4,3,3,0,INDIA,0,4,5,2,1,3,N/A,1,15 credits,3,Hindi,0,[Decline to Answer],"Yes, this is my first time in the REP",4,Teacher,4,1,4,2,14,3,1,0,0,0,1,2,3,Assistant,3,4,8,N/A,6,Indian,Indian,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,5/1/1982,3,35,"Patiala,Punjab,India","Patiala,Punjab,India","Ropar,Punjab,India","Ropar,Punjab,india",I born in India but came united states at age of 27 in houston texas .Now moved to california,2,2,2,2,2,2,4,Asian(Indian),4,Asian(Indian),2,1,2,10,5,[Decline to Answer],7,1,6,2,2,6,6,6,4,5,5,4,5,1,2,1,2,3,6,2,2,2,6,2,3,5,5,6,6,2,5,4,1,5,2,Basically I mentor is person who advice you .So according tome the person who knows very well will be the best advisor (like parents),Good advice( true according to my capacity),[Decline to Answer],1,I received good advice and also helps to take good decision if I am confused certain time.,2,2,5,4,,3,1,1,1,1,1,,1,,7
75163,Sum17,6/26/2017 11:47,6/26/2017 12:43,56,1,1,1  1/12,3,Sociology,3,3,4,0,N/A,0,2,1,0,1,7,Catholic,2,54.5,5,Spanish,0,N/A,"Yes, this is my first time in the REP",1,Landscaping,1,10,2,2,1,1,1,0,1,0,0,2,2.919,A cook for Apple ( like the iphone),2,3,1,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,9/23/1997,6,19,"Palo Alto, Michoacan, Mexico","Palo Alto, Michoacan, Mexico","Palo Alto, Michoacan, Mexico","Palo Alto, Michoacan, Mexico",CA,2,2,2,2,2,2,3,N/A,3,N/A,2,1,2,10,3,[Decline to Answer],5,1,1,1,1,5,5,7,6,6,5,1,5,2,2,2,2,2,4,7,7,7,1,6,1,1,1,7,6,7,1,1,2,5,1,A mentor to me is like a big sister/ brother that we might not have and they help guide us through life in a way.,Knowing that the advice given would be put to use.,How to stay concentrated.,1,"I consider my big brother and sister my mentors, because they have gone through way more then I have and it helps me whenever they give me life lessons so if the situation ever occurs I'm prepared.",2,1,1,1,7,4,1,7,4,6,3,5,4,5,3
75166,Sum17,6/26/2017 11:50,6/26/2017 12:12,22,1,1,0,2,Nursing,4,4,4,0,N/A,1,1,1,0,1,6,N/A,2,7,5,[Decline to Answer],1,UCLA High School Research,"Yes, this is my first time in the REP",7,Sheet Metal Worker,7,12,5,2,14,1,1,0,0,0,0,2,3.3,I don't know,4,4,8,N/A,6,BOTH Chinese and Filipino,n/a,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,3/10/1999,6,18,Not sure,[Decline to Answer],Daly City,Daly CIty,CA,2,2,2,2,2,2,4,N/A,4,N/A,1,1,2,10,3,[Decline to Answer],6,1,1,1,1,7,7,7,6,6,6,1,6,2,1,2,2,2,3,7,7,7,1,7,1,3,3,3,3,7,7,1,3,5,1,A person who helps guide an individual through life,How to be the best version of yourself,"how to manage life, emotions, mental stability, etc",2,[Decline to Answer],4,2,1,3,2,3,3,1,1,3,1,2,5,7,3
75169,Sum17,6/26/2017 14:13,6/26/2017 15:13,60,1,1,4,6,Kinesiology,4,4,4,1,N/A,1,4,3,0,1,7,N/A,1,144.4,5,My first language is English.,0,N/A,"Yes, this is my first time in the REP",3,Security Guard,3,8,3,2,14,1,1,0,0,0,0,2,3.5,Medical Assistant,2,4,8,N/A,4,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,3/30/1994,7,23,Philippines,"Philippines, moved to America as a child.",Philippines.,"Philippines, moved to America in adolescence.",CA,2,2,2,2,2,2,4,Filipino,4,Filipino,2,1,2,10,5,[Decline to Answer],5,1,1,1,1,7,6,6,6,6,6,1,6,2,2,2,2,2,2,7,6,5,1,5,1,2,6,5,6,5,1,3,1,5,2,A mentor is a person who teaches a certain craft who you respect and look up to.,I would hope to be exposed to many different learning experiences with my mentor related to my craft and how it may relate to other aspects of my life.,My goals would be to work towards finding something meaningful and important in my life.,2,I do not have a mentor.,2,1,1,3,5,2,4,4,1,1,4,6,4,6,4
75172,Sum17,6/26/2017 12:06,6/26/2017 12:28,22,0,1,1,2,Nursing,5,4,5,1,Burma,0,7,2,1,1,6,N/A,1,1080,5,Burmese,0,N/A,"Yes, this is my first time in the REP",5,Licensed Practical Nurse,5,2,1,2,14,1,1,0,0,0,0,2,4,Caregiver,1,4,8,N/A,6,Burmese,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,9/7/1998,7,18,"Kyaikto, Myanmar","Kyaikto, Myanmar","Kyaikto, Myanmar","Kyaikto, Myanmar",Burma,2,2,2,2,2,2,4,Burmese,4,Burmese,2,1,2,10,3,[Decline to Answer],3,1,7,6,6,3,4,3,4,4,6,4,6,2,2,2,2,2,4,2,1,1,5,1,3,7,7,7,7,3,1,5,2,5,2,"A mentor is someone who keeps you accountable and on track to meet your goals, gives great feedback and follows up with you.",To have my goals met and questions answered.,Staying on track and focused to get into the nursing program.,1,She helped me find my motivation and gave positive talks. A goal I worked towards with them is to be more resilient.,2,2,2,7,1,7,4,6,6,7,7,5,3,1,2
75175,Sum17,6/26/2017 12:34,6/26/2017 12:55,21,0,1,1,3,Chemistry,4,4,4,1,Vietnam,0,4,6,1,1,6,n/a,1,30,5,Vietnamese,0,n/a,"Yes, this is my first time in the REP",4,Handyman,4,2,1,2,14,1,1,0,0,0,0,2,3.4,Hairdresser,2,4,8,n/a,5,n/a,n/a,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",0,4/3/1998,7,19,Vietnam,Vietnam,Vietnam,Vietnam,"Saigon, Vietnam",2,2,2,2,2,2,4,Vietnamese,4,Vietnamese,1,1,2,1,3,[Decline to Answer],4,1,4,2,2,7,7,7,6,6,6,1,5,2,2,2,2,2,4,7,5,4,2,6,1,2,3,4,3,6,6,2,1,2,1,A mentor is someone who helps guide and advise another on their path to success.,Guidance  as well as a strong understanding and helpful bond that lasts,[Decline to Answer],1,[Decline to Answer],2,,3,2,2,2,4,4,1,2,2,4,3,7,4
75178,Sum17,6/26/2017 12:40,6/26/2017 12:58,18,0,1,1,2,Electrical Engineering,4,4,4,1,N/A,1,1,1,0,1,3,N/A,1,29 units,5,[Decline to Answer],0,N/A,"Yes, this is my first time in the REP",6,works from home,6,12,5,1,14,1,1,0,0,0,0,2,3.63,physician,2,4,8,N/A,6,Asian Indian,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,01/13/1198,7,19,"Hyderabad, Andhra Pradesh,india","Hyderabad, Andhra Pradesh,india","Hyderabad, Andhra Pradesh,india","Hyderabad, Andhra Pradesh,india",CA,2,2,2,2,2,2,4,Asian Indian,4,Asian Indian,2,1,2,4,3,[Decline to Answer],8,1,4,3,3,3,3,3,5,5,5,5,5,2,2,2,2,1,3,6,6,5,3,3,3,3,3,5,5,4,5,5,1,8,1,someone that helps u through a difficult time.,valuable time management skills.,"hardwork, problem solving, time management.",1,parents mentor me always and tell me whats right for me.,2,2,5,5,5,6,5,6,5,5,6,5,6,6,6
75181,Sum17,6/26/2017 12:44,6/26/2017 13:04,20,1,1,2,4,psychology,4,4,4,1,n/a,1,3,1,0,1,2,n/a,7,63,5,n/a,1,my college; Occidental College,"Yes, this is my first time in the REP",5,Marketing,3,9,4,2,14,1,1,0,0,0,0,2,3.3,caregiver,2,7,5,n/a,7,n/a,I identify as Latina (Central American) and Black,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,2/10/1997,7,20,Guatemala,Guatemala,El Salvador,El Salvador,CA,1,2,2,2,2,2,3,n/a,3,n/a,2,1,2,10,3,n/a,7,1,1,1,1,7,7,7,4,2,4,1,5,2,1,2,2,2,3,7,7,7,1,6,1,1,2,1,1,7,7,2,2,6,2,"Someone who is supportive, encouraging and a good role model",A strong relationship free of judgment,A stronger sense of confidence in myself; less doubts and fears.,1,She has pushed me to change/reframe my negative perspective of myself,2,2,1,1,2,2,2,1,1,1,2,2,6,6,5
75184,Sum17,6/26/2017 13:08,6/26/2017 13:40,32,1,1,1,3,Biology,4,3,3,1,N/A,1,4,1,0,1,2,N/A,2,28,5,English,0,N/A,"Yes, this is my first time in the REP",6,I.T.,5,8,5,2,14,1,1,1,0,0,0,2,2.4,Data Analyst,4,4,8,N/A,4,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,7/12/1998,6,18,Philippines,Philippines,Philippines,Philippines,CA,2,2,2,2,2,1,4,N/A,4,N/A,2,1,1,10,3,[Decline to Answer],6,1,4,2,2,7,7,7,3,3,4,3,5,2,1,2,2,2,5,6,6,5,3,3,3,3,3,2,2,6,6,5,1,2,1,A mentor is someone who teaches the basics of what you need to know.,Knowledge about the subject,A better understanding of the subject,1,Became more accepting towards myself an others,2,2,1,2,4,4,2,4,1,5,4,5,3,4,2
75187,Sum17,6/26/2017 13:13,6/26/2017 13:29,16,1,1,0,2,Biological Sciences,5,4,5,1,N/A,0,2,1,0,0,2,N/A,2,5,5,Vietnamese,0,N/A,"Yes, this is my first time in the REP",5,N/A,5,7,2,2,14,1,1,0,0,0,0,2,4,Finance,4,4,8,N/A,5,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,1/3/1999,6,18,Vietnam,United States,Vietnam,United States,California,2,2,2,2,2,2,4,Vietnamese,4,Vietnamese,1,1,2,10,3,[Decline to Answer],2,1,4,2,1,7,7,7,5,4,6,3,5,2,2,2,2,2,3,7,7,7,1,7,1,1,1,1,2,7,7,1,2,7,2,Someone who teaches you,To learn something new,[Decline to Answer],1,I consider teachers my mentors because the educate on me on material I have never learned before.,1,1,1,1,1,1,,3,1,1,1,,5,5,5
75190,Sum17,6/26/2017 14:05,6/26/2017 14:27,22,1,0,0,5,Information Technology,4,5,4,0,N/A,1,4,7,0,1,2,N/A,2,0,5,[Decline to Answer],0,N/A,"Yes, this is my first time in the REP",3,Professional Chef,3,4,3,2,14,1,1,0,0,1,1,0,3,Accountant,3,4,8,N/A,4,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,1/3/2000,6,17,Philippines,Philippines,Philippines,Philippines,CA,2,2,1,2,2,2,4,Filipino,4,Filipino,1,1,2,2,1,[Decline to Answer],5,1,1,7,1,7,7,7,6,6,6,1,6,2,2,2,2,2,5,5,7,5,1,7,1,3,4,5,6,3,6,3,2,5,2,"A mentor is someone who you can go to when you are in need of advice. Whether it's personal, having to do with work, and school. They are willing to help you to the best of their ability.",As a mentee I hope to gain advice that I need from my mentor. I also want to gain a relationship with them where I will still be able to talk to them after the program is over.,Some goals we will work towards is helping me with my time management and figuring out how to go through college applications and figure out what I want to pursue in college.,1,Having a mentor has opened my eyes to the engineering world. I always thought of the field as sitting in front of a computer all day but there is so much more to that. I also got the opportunity to network with other professionals.,2,2,2,1,3,3,3,2,6,2,4,3,3,2,2
75193,Sum17,6/26/2017 14:07,6/26/2017 14:23,16,1,0,0,1,NA,5,4,5,0,NA,1,4,1,0,1,7,Sikh,1,NA,5,English,0,NA,"Yes, this is my first time in the REP",6,Buying and Procurement Manager,5,11,4,2,14,1,1,0,0,0,0,0,3.93,Real Estate Agent,4,4,8,NA,6,Indian,NA,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,3/15/2001,6,16,"Delhi, India","Delhi, India","Chennai, India","Tehran, Iran",CA,2,2,2,2,2,2,4,NA,4,NA,1,1,2,10,1,NA,6,1,2,1,2,7,6,4,5,4,6,2,5,2,2,2,2,2,5,6,6,6,2,3,3,2,2,1,2,6,7,2,1,2,2,A mentor is someone who is a role model and guide for a person. A mentor is responsible for teaching and aiding the mentee,Respect,Gaining their trust and respect,1,Constant support and advice,2,2,2,2,3,5,3,2,4,4,4,4,3,5,4
75196,Sum17,6/26/2017 14:16,6/26/2017 14:41,25,1,1,3,4,Biology,4,4,5,1,N/A,1,3,1,0,1,7,Catholic,2,85,5,English,0,N/A,"Yes, this is my first time in the REP",3,Postmaster of USPS,3,6,4,2,14,1,1,0,0,0,0,2,3.2,mail carrier at USPS,4,4,8,N/A,6,Japanese and Filipino,Japanese and Filipino,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,3/26/1996,6,21,Philippines,California,Los Angeles,Los Angeles,CA,2,2,2,2,2,2,4,Filipino,4,Japanese,2,1,2,10,2,[Decline to Answer],6,1,1,1,1,7,7,7,6,6,4,4,6,2,2,2,2,3,3,7,7,6,1,5,1,1,1,3,3,6,6,1,3,6,2,Someone who helps you become a better you,[Decline to Answer],[Decline to Answer],1,They help me with school and give me good advice when it's needed,2,2,1,1,,3,1,1,1,2,1,,3,1,3
75199,Sum17,6/26/2017 15:08,6/26/2017 15:32,24,0,1,3,3,bioscience,2,2,2,0,VietNam,0,2,6,2,1,7,Catholic,2,60,2,vietnamese,0,N/A,"Yes, this is my first time in the REP",1,Worker,2,3,2,2,1,1,1,0,0,0,0,2,3.7,Worker,4,4,7,N/A,5,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",0,9/27/1992,6,24,"Ho Chi Minh, Viet Nam","Ho Chi Minh, Viet Nam","Ho Chi Minh, Viet Nam","Ho Chi Minh, Viet Nam",Ho Chi Minh,2,2,2,2,2,2,4,N/A,4,N/A,2,1,2,10,3,[Decline to Answer],3,1,5,2,3,6,6,7,4,5,3,4,4,2,2,2,2,2,1,5,6,5,2,5,4,6,5,6,6,5,4,4,2,5,2,"mentor is a person who gives an advice to others, and they will help you learn and grow by sharing their knowledge and wisdom with you.",[Decline to Answer],Confidence and success,1,learn experiences,,1,7,5,4,5,4,7,3,1,4,4,5,4,5
75202,Sum17,6/26/2017 15:44,6/26/2017 16:05,21,1,0,1,1,I dont have one,4,4,4,0,N/A,1,2,1,0,1,6,N/A,1,18,5,english,0,N/A,"Yes, this is my first time in the REP",5,IRS agent,3,8,3,2,14,1,1,0,0,0,0,0,4,daycare teacher,4,1,8,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,9/17/2000,6,16,"Boulder, Colorado, US","Boulder, Colorado, US","Texas, Us","San Jose, California, US",CA,2,2,2,2,2,2,1,N/A,3,N/A,2,1,2,10,1,N/A,5,1,1,1,1,7,7,7,4,4,5,2,5,2,2,2,2,2,5,7,7,7,1,7,2,3,1,2,1,6,7,2,3,5,2,"Someone you look up to, who leads you through something or just in general.",experience,"to gain experience in a certain topic or field, and to meet others in the same field.",2,N/A,2,2,1,1,2,1,1,6,3,1,2,4,2,7,1
75205,Sum17,6/26/2017 16:05,6/26/2017 16:46,41,0,1,4,5,LVN,3,2,4,0,Thailand,0,2,5,2,1,1,N/A,1,60,2,Thai language,0,[Decline to Answer],"Yes, this is my first time in the REP",1,own business,1,1,4,2,1,3,1,0,0,1,0,2,3.3,houswife,4,4,8,n/q,6,Thai,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,12/13/1974,6,42,"Bangkok, Thailand","Bangkok,Thailand","Bangkok,Thailand","Bangkok , Thaialnd",N/A,2,2,2,2,2,2,4,religion and custom,4,religion and custome,2,1,2,10,5,[Decline to Answer],6,1,3,5,7,7,6,5,6,6,5,2,4,2,2,2,2,1,7,7,7,7,1,6,2,2,7,7,7,6,6,6,1,7,1,a wise or teacher,stay positive and get to know each other.,can advise me when I need some advice,2,[Decline to Answer],1,2,7,5,5,7,5,7,4,3,6,4,7,5,6
75208,Sum17,6/26/2017 17:51,6/26/2017 18:22,31,1,1,3,4,"Nursing, Psychology",3,3,3,0,N/A,1,3,1,0,1,6,N/A,1,not sure how to calculate this,5,English,0,N/A,"Yes, this is my first time in the REP",3,engineer,2,5,3,2,14,1,1,0,0,0,0,2,3.956,warehouse clerk,4,4,8,N/A,5,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,8/31/1996,7,20,"San Jose, California, USA","Cho lon, Vietnam","Hanoi, Vietnam","Hanoi, Vietnam",CA,2,2,2,2,2,2,4,Chinese-Vietnamese,4,Chinese-Vietnamese,2,1,2,10,4,[Decline to Answer],4,1,3,6,3,4,4,6,5,5,5,2,5,2,2,2,2,2,4,6,6,4,2,6,3,3,4,2,5,5,5,2,1,3,1,Someone who inspires you to move forward and helps you along the way,support,"life; i.e. school, work, relationships",2,[Decline to Answer],2,1,1,5,3,5,3,5,3,5,5,5,3,3,3
75211,Sum17,6/26/2017 16:34,6/26/2017 17:21,47,0,1,1,2,English with an emphasis in Education,4,3,5,1,Taiwan,0,2,6,1,1,1,N/A,1,"not sure, but as for units approximately 60",5,Mandarin Chinese,0,N/A,"Yes, this is my first time in the REP",5,Senior Marketing Manager,3,11,3,2,14,1,1,0,0,0,0,2,3.7,Housewife,2,4,8,N/A,1,"Taiwanese, Chinese, Burmese",N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,4/1/1998,7,19,Hong Kong,[Decline to Answer],Myanmar,do not want to provide answer,"Taipei, Taiwan",2,2,1,2,2,2,4,N/A,4,N/A,2,1,2,10,3,[Decline to Answer],4,1,4,5,1,7,7,7,5,6,6,1,6,2,1,1,1,1,3,7,7,7,1,7,1,1,1,2,7,7,6,1,2,5,2,Someone who you look to as guidance,A perspective that you've never considered before,how to become a more content yet well-rounded person,1,[Decline to Answer],2,2,1,1,2,5,2,4,5,5,5,1,5,3,5
75214,Sum17,6/26/2017 16:30,6/26/2017 17:10,40,0,0,0,1,undecided,4,4,4,1,China,1,5,2,1,1,2,N/A,7,none,5,[Decline to Answer],0,N/A,"Yes, this is my first time in the REP",6,Computer enginner,6,9,4,1,14,1,1,0,0,0,0,0,3.35,Accountant,1,4,8,N/A,1,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1,3/12/2000,6,17,China,China,China,China,Beijing,2,2,2,2,2,2,4,N/A,4,N/A,2,1,2,10,1,[Decline to Answer],6,1,4,3,4,6,6,5,4,5,4,3,5,2,2,2,2,2,6,5,5,4,4,3,3,6,6,5,4,6,5,3,1,5,2,Someone older than you who is helping guide you,What to do and what to look out for in the future,Find a way to help me improve my studies,1,He taught me a lot about taking responsibility and becoming mature.,2,2,6,5,5,5,4,6,5,5,6,3,4,3,4
