repID,user,date_joined,last_login
70465,377,7/11/2016 23:09,7/12/2016 0:23
70471,244,6/21/2016 0:39,6/21/2016 0:39
70483,338,7/7/2016 18:52,7/7/2016 18:52
70486,237,6/20/2016 19:19,6/20/2016 19:20
70489,408,7/15/2016 21:27,7/15/2016 21:27
70492,261,6/24/2016 23:07,6/24/2016 23:07
70495,239,6/20/2016 20:04,7/14/2016 12:38
70504,247,6/21/2016 20:45,6/21/2016 20:45
70516,391,7/13/2016 17:17,7/13/2016 17:17
70522,318,7/6/2016 4:40,7/7/2016 15:43
70531,396,7/14/2016 3:03,7/14/2016 3:03
70540,399,7/14/2016 5:53,7/14/2016 5:53
70543,1487,7/7/2017 18:01,7/7/2017 18:01
70546,406,7/15/2016 20:44,7/15/2016 20:44
70552,300,7/3/2016 6:20,7/3/2016 6:20
70558,413,7/16/2016 21:56,7/16/2016 21:56
70567,340,7/7/2016 19:37,7/7/2016 19:37
70570,280,6/30/2016 0:42,6/30/2016 0:42
70579,354,7/8/2016 19:07,7/8/2016 19:07
70582,415,7/18/2016 18:14,7/18/2016 18:20
70591,422,7/20/2016 4:10,7/20/2016 4:10
70606,411,7/16/2016 4:52,7/16/2016 4:52
70612,421,7/19/2016 20:37,7/19/2016 20:37
70615,883,1/21/2017 5:02,1/21/2017 5:02
70621,344,7/8/2016 4:41,7/8/2016 4:41
70627,274,6/29/2016 2:46,6/29/2016 2:46
70630,269,6/28/2016 3:51,6/28/2016 3:51
70633,289,7/1/2016 7:06,7/1/2016 7:06
70636,527,10/20/2016 16:21,10/20/2016 16:21
70639,332,7/7/2016 4:31,7/7/2016 4:31
70648,286,7/1/2016 3:44,7/1/2016 3:44
70654,303,7/3/2016 22:11,7/3/2016 22:11
70660,272,6/28/2016 21:30,6/28/2016 21:30
70669,978,2/9/2017 18:40,2/15/2017 18:01
70678,285,7/1/2016 1:57,7/1/2016 1:57
70696,316,7/6/2016 3:06,7/6/2016 3:06
70699,414,7/18/2016 5:42,7/18/2016 5:42
70720,420,7/19/2016 8:11,7/19/2016 8:11
70732,281,6/30/2016 3:05,6/30/2016 3:05
70735,374,7/11/2016 5:16,7/11/2016 5:16
70744,323,7/6/2016 18:20,7/6/2016 18:20
70750,419,7/19/2016 7:27,7/19/2016 7:27
70756,367,7/9/2016 9:58,7/9/2016 9:58
70759,313,7/5/2016 21:25,7/6/2016 17:33
70762,283,6/30/2016 19:34,6/30/2016 19:34
70765,346,7/8/2016 6:37,7/8/2016 6:40
70771,326,7/6/2016 20:30,7/6/2016 20:30
70780,418,7/19/2016 6:34,7/19/2016 6:36
70786,288,7/1/2016 7:02,7/1/2016 7:02
70795,423,7/20/2016 8:42,7/20/2016 8:42
70798,378,7/12/2016 8:54,7/12/2016 8:54
70804,342,7/7/2016 23:08,7/7/2016 23:08
70807,1482,7/6/2017 23:00,7/6/2017 23:00
70822,375,7/11/2016 5:35,7/11/2016 5:35
70831,336,7/7/2016 7:16,7/7/2016 7:16
70852,397,7/14/2016 4:21,7/14/2016 4:21
70873,393,7/13/2016 19:49,7/14/2016 19:41
70885,410,7/16/2016 0:49,7/16/2016 0:49
70888,308,7/4/2016 17:21,7/4/2016 17:21
70894,357,7/8/2016 20:23,7/8/2016 20:23
70915,412,7/16/2016 21:32,7/17/2016 5:27
70948,312,7/5/2016 21:09,7/5/2016 21:09
70978,796,12/2/2016 21:27,12/2/2016 21:27
70996,352,7/8/2016 16:31,7/8/2016 17:14
70999,349,7/8/2016 7:27,7/11/2016 3:44
71035,366,7/9/2016 7:18,7/9/2016 7:18
71044,1267,5/1/2017 22:55,5/1/2017 22:55
71065,447,10/12/2016 19:58,10/12/2016 19:58
71071,2160,3/8/2018 18:33,3/8/2018 18:33
71107,731,11/23/2016 5:44,11/23/2016 5:44
71116,561,10/26/2016 16:10,10/26/2016 16:10
71122,429,10/12/2016 0:43,10/12/2016 0:43
71125,438,10/12/2016 3:36,12/1/2016 18:57
71131,452,10/12/2016 23:56,12/1/2016 1:09
71134,581,10/28/2016 23:06,10/28/2016 23:06
71137,517,10/18/2016 18:49,10/18/2016 18:49
71140,524,10/19/2016 22:04,10/24/2016 18:44
71152,441,10/12/2016 5:45,12/6/2016 23:03
71155,551,10/24/2016 22:22,12/13/2016 23:08
71158,540,10/21/2016 22:22,10/21/2016 22:22
71164,449,10/12/2016 20:29,10/12/2016 20:29
71167,433,10/12/2016 2:25,11/27/2016 19:44
71170,585,10/29/2016 23:33,11/23/2016 17:03
71182,432,10/12/2016 2:05,10/12/2016 2:05
71185,747,11/28/2016 6:13,11/28/2016 6:31
71191,451,10/12/2016 22:36,10/12/2016 22:36
71194,749,11/28/2016 19:17,11/28/2016 19:17
71197,1039,2/22/2017 4:19,3/17/2017 6:14
71200,479,10/15/2016 3:12,10/15/2016 3:12
71209,770,12/1/2016 0:15,12/1/2016 0:15
71212,477,10/14/2016 23:47,10/14/2016 23:47
71215,613,11/6/2016 6:22,11/6/2016 6:22
71218,476,10/14/2016 20:14,10/14/2016 20:14
71221,574,10/28/2016 5:32,10/28/2016 5:32
71224,609,11/4/2016 22:22,11/4/2016 22:22
71227,459,10/13/2016 5:03,12/14/2016 4:33
71236,537,10/21/2016 4:19,10/21/2016 4:19
71239,529,10/20/2016 18:31,10/26/2016 20:14
71242,486,10/16/2016 0:09,10/16/2016 0:18
71245,627,11/9/2016 2:23,11/9/2016 2:23
71251,468,10/13/2016 22:24,10/13/2016 22:24
71257,719,11/21/2016 7:35,11/21/2016 7:35
71266,738,11/26/2016 6:14,11/26/2016 6:14
71275,519,10/19/2016 2:02,10/19/2016 2:02
71290,542,10/22/2016 0:37,10/22/2016 0:37
71293,583,10/28/2016 23:44,10/28/2016 23:44
71296,579,10/28/2016 22:32,10/28/2016 22:32
71302,774,12/1/2016 4:02,12/1/2016 4:02
71305,448,10/12/2016 20:26,10/12/2016 20:26
71308,536,10/21/2016 4:07,1/10/2017 4:34
71311,482,10/15/2016 5:00,10/28/2016 4:25
71314,2404,5/26/2018 0:17,5/26/2018 0:17
71317,444,10/12/2016 16:41,10/13/2016 16:24
71320,523,10/19/2016 21:38,10/19/2016 21:38
71323,733,11/23/2016 17:25,11/23/2016 17:25
71326,456,10/13/2016 3:35,10/13/2016 3:35
71329,511,10/18/2016 0:23,10/18/2016 0:23
71332,487,10/16/2016 1:55,10/16/2016 1:55
71338,491,10/16/2016 19:06,10/16/2016 19:06
71344,628,11/9/2016 4:09,11/9/2016 4:09
71347,571,10/27/2016 20:14,10/27/2016 20:14
71353,781,12/2/2016 0:11,12/2/2016 0:11
71356,784,12/2/2016 1:44,12/2/2016 1:44
71359,679,11/16/2016 21:26,11/16/2016 21:26
71377,728,11/23/2016 4:46,11/23/2016 4:46
71380,633,11/9/2016 21:29,11/28/2016 21:25
71383,720,11/21/2016 17:21,11/21/2016 17:21
71386,489,10/16/2016 17:22,10/16/2016 17:22
71389,516,10/18/2016 17:12,10/18/2016 17:12
71407,602,11/3/2016 22:47,11/3/2016 22:47
71410,1082,3/2/2017 4:19,3/2/2017 4:19
71413,586,10/30/2016 1:31,10/30/2016 19:54
71416,484,10/15/2016 20:13,10/15/2016 20:13
71422,650,11/14/2016 19:24,11/14/2016 19:24
71428,541,10/21/2016 22:26,10/21/2016 22:26
71431,572,10/27/2016 23:12,10/27/2016 23:12
71434,601,11/3/2016 19:40,11/3/2016 19:40
71440,559,10/26/2016 2:06,10/26/2016 2:06
71443,716,11/19/2016 3:52,12/1/2016 4:39
71446,612,11/5/2016 20:17,11/11/2016 21:20
71449,550,10/24/2016 21:49,10/24/2016 21:49
71458,2035,2/9/2018 20:30,2/9/2018 20:30
71461,600,11/3/2016 18:44,11/10/2016 4:19
71467,503,10/17/2016 17:50,10/17/2016 17:50
71470,790,12/2/2016 16:16,12/2/2016 16:16
71482,462,10/13/2016 17:44,10/13/2016 17:44
71485,502,10/17/2016 17:42,10/17/2016 17:42
71488,713,11/18/2016 23:29,11/18/2016 23:29
71491,552,10/24/2016 23:42,10/24/2016 23:42
71494,596,11/2/2016 19:40,11/6/2016 22:31
71500,2830,10/24/2018 22:02,10/24/2018 22:02
71506,490,10/16/2016 17:53,12/14/2016 2:06
71509,455,10/13/2016 2:45,10/13/2016 2:45
71518,587,10/30/2016 4:41,10/30/2016 4:41
71527,591,11/1/2016 8:07,11/1/2016 8:07
71530,751,11/29/2016 1:42,11/29/2016 1:42
71533,543,10/22/2016 21:38,10/22/2016 21:38
71536,582,10/28/2016 23:34,12/20/2016 3:25
71551,507,10/17/2016 21:36,10/17/2016 21:36
71554,795,12/2/2016 21:06,4/5/2017 4:26
71557,737,11/25/2016 23:09,11/25/2016 23:56
71560,473,10/14/2016 3:31,10/14/2016 3:45
71563,631,11/9/2016 16:21,11/21/2016 16:07
71566,626,11/8/2016 23:01,11/8/2016 23:01
71569,606,11/4/2016 19:31,11/4/2016 19:31
71575,528,10/20/2016 16:57,10/20/2016 16:57
71578,445,10/12/2016 18:02,10/12/2016 18:02
71584,701,11/18/2016 0:44,11/18/2016 0:44
71587,593,11/1/2016 18:12,11/8/2016 3:34
71590,704,11/18/2016 3:34,11/18/2016 3:34
71593,426,10/11/2016 23:58,10/11/2016 23:58
71596,483,10/15/2016 19:19,11/19/2016 18:24
71605,492,10/16/2016 20:04,10/16/2016 20:04
71608,453,10/13/2016 0:05,10/13/2016 0:05
71611,906,1/26/2017 1:00,1/26/2017 1:00
71614,442,10/12/2016 7:45,10/12/2016 7:45
71620,428,10/12/2016 0:30,10/12/2016 0:30
71626,647,11/14/2016 7:24,11/14/2016 7:24
71629,844,1/18/2017 5:11,1/18/2017 5:11
71632,682,11/17/2016 1:38,11/17/2016 1:38
71635,1516,7/10/2017 19:39,7/10/2017 19:39
71650,592,11/1/2016 17:52,11/1/2016 17:52
71653,746,11/28/2016 2:34,11/28/2016 2:34
71659,520,10/19/2016 7:21,10/27/2016 9:39
71671,735,11/24/2016 23:22,11/24/2016 23:22
71674,630,11/9/2016 9:10,11/15/2016 21:43
71677,526,10/20/2016 6:46,10/20/2016 6:46
71680,466,10/13/2016 21:07,10/13/2016 21:07
71683,499,10/17/2016 4:30,12/2/2016 3:05
71689,463,10/13/2016 18:55,10/13/2016 18:55
71692,564,10/26/2016 23:46,10/26/2016 23:46
71698,605,11/4/2016 18:51,11/4/2016 18:51
71701,538,10/21/2016 5:09,10/22/2016 5:12
71704,547,10/23/2016 21:58,10/23/2016 21:58
71707,555,10/25/2016 2:40,10/25/2016 2:40
71710,431,10/12/2016 1:19,10/12/2016 1:53
71713,610,11/5/2016 5:46,11/5/2016 6:08
71719,745,11/28/2016 0:12,11/28/2016 0:12
71725,614,11/6/2016 10:58,11/6/2016 11:02
71731,634,11/9/2016 22:39,11/9/2016 22:39
71740,653,11/15/2016 17:41,11/16/2016 3:41
71746,2252,3/16/2018 19:48,3/16/2018 20:29
71749,881,1/21/2017 0:46,1/21/2017 0:46
71755,480,10/15/2016 4:11,10/15/2016 4:11
71761,558,10/26/2016 1:02,12/27/2016 20:50
71764,549,10/24/2016 19:18,10/24/2016 19:18
71788,718,11/19/2016 5:13,11/19/2016 5:13
71791,427,10/12/2016 0:17,10/21/2016 1:43
71794,500,10/17/2016 4:45,10/28/2016 3:10
71797,632,11/9/2016 16:53,11/9/2016 16:53
71800,430,10/12/2016 0:50,10/12/2016 0:50
71812,446,10/12/2016 18:21,10/12/2016 18:21
71815,530,10/20/2016 18:46,10/20/2016 18:46
71818,707,11/18/2016 14:56,11/18/2016 14:56
71821,1107,3/6/2017 23:24,3/6/2017 23:24
71824,599,11/3/2016 18:29,11/3/2016 18:29
71830,684,11/17/2016 15:40,11/17/2016 15:40
71833,436,10/12/2016 3:18,10/12/2016 3:18
71839,505,10/17/2016 20:10,10/17/2016 20:10
71842,509,10/17/2016 23:16,11/9/2016 6:10
71848,757,11/29/2016 22:13,11/29/2016 22:13
71857,1964,1/23/2018 20:33,1/23/2018 20:33
71860,510,10/18/2016 0:07,10/18/2016 0:23
71863,756,11/29/2016 21:19,11/29/2016 21:19
71884,556,10/25/2016 15:57,10/25/2016 18:15
71887,645,11/13/2016 22:07,11/13/2016 22:07
71890,641,11/12/2016 22:53,11/12/2016 22:53
71893,470,10/13/2016 23:11,10/13/2016 23:11
71896,709,11/18/2016 16:31,11/18/2016 16:31
71899,554,10/25/2016 2:24,10/25/2016 2:24
71902,493,10/16/2016 20:16,10/16/2016 20:16
71911,525,10/20/2016 4:21,10/20/2016 4:21
71914,563,10/26/2016 21:39,10/26/2016 21:42
71920,515,10/18/2016 6:11,10/18/2016 6:11
71923,640,11/12/2016 1:32,11/12/2016 1:32
71926,712,11/18/2016 18:26,11/18/2016 19:31
71929,460,10/13/2016 7:00,10/13/2016 7:00
71932,711,11/18/2016 17:27,11/18/2016 17:27
71938,1950,1/19/2018 8:41,1/19/2018 8:41
71941,588,10/31/2016 1:28,11/16/2016 2:37
71944,467,10/13/2016 21:46,10/13/2016 21:46
71947,652,11/15/2016 0:29,11/15/2016 0:29
71950,778,12/1/2016 16:01,12/1/2016 16:02
71953,501,10/17/2016 6:17,10/17/2016 6:17
71959,567,10/27/2016 15:24,10/27/2016 15:24
71962,2915,11/24/2018 21:32,11/25/2018 21:45
71974,475,10/14/2016 17:52,10/14/2016 17:52
71977,766,11/30/2016 20:02,11/30/2016 20:02
71980,727,11/22/2016 23:39,11/22/2016 23:39
71983,619,11/7/2016 5:05,11/7/2016 5:05
71986,783,12/2/2016 1:21,12/2/2016 1:21
71992,2034,2/9/2018 4:56,2/9/2018 4:56
71995,2123,2/27/2018 5:00,2/27/2018 5:00
72007,1948,1/19/2018 2:33,1/19/2018 2:33
72010,622,11/8/2016 0:32,11/8/2016 0:32
72013,458,10/13/2016 3:56,10/20/2016 23:06
72016,740,11/26/2016 21:17,11/26/2016 21:17
72022,539,10/21/2016 19:15,10/21/2016 19:15
72028,594,11/2/2016 1:48,11/2/2016 1:48
72031,629,11/9/2016 6:39,11/18/2016 15:45
72034,461,10/13/2016 16:33,10/13/2016 16:33
72037,608,11/4/2016 21:29,11/4/2016 21:29
72040,454,10/13/2016 0:46,10/13/2016 0:46
72046,522,10/19/2016 20:39,11/6/2016 5:33
72049,474,10/14/2016 17:06,10/14/2016 17:06
72055,616,11/7/2016 0:23,11/7/2016 0:23
72058,1074,3/1/2017 6:06,3/1/2017 6:06
72061,1617,7/27/2017 20:49,7/27/2017 20:49
72067,725,11/22/2016 8:04,11/24/2016 4:21
72070,569,10/27/2016 17:56,10/27/2016 17:56
72073,1197,3/17/2017 7:14,3/17/2017 7:14
72076,443,10/12/2016 16:32,10/12/2016 16:32
72079,767,11/30/2016 20:23,11/30/2016 20:23
72082,1976,1/27/2018 1:42,1/27/2018 1:42
72085,465,10/13/2016 20:56,10/13/2016 21:07
72091,2897,11/18/2018 23:20,11/18/2018 23:20
72094,715,11/19/2016 1:31,11/19/2016 1:31
72097,469,10/13/2016 23:08,1/28/2017 1:44
72100,717,11/19/2016 4:20,11/19/2016 5:23
72103,1149,3/14/2017 5:55,3/17/2017 15:57
72106,785,12/2/2016 2:02,12/2/2016 2:02
72115,546,10/23/2016 21:43,11/9/2016 23:38
72118,2159,3/8/2018 6:09,3/9/2018 3:43
72124,782,12/2/2016 0:12,12/2/2016 0:12
72133,2644,7/20/2018 17:38,7/20/2018 17:38
72139,771,12/1/2016 1:06,12/1/2016 1:06
72142,607,11/4/2016 21:26,11/4/2016 21:26
72148,535,10/21/2016 3:49,10/21/2016 3:50
72151,762,11/30/2016 5:33,11/30/2016 5:33
72160,769,11/30/2016 23:34,11/30/2016 23:34
72163,570,10/27/2016 18:09,10/27/2016 18:09
72166,589,10/31/2016 3:00,11/15/2016 5:00
72172,615,11/7/2016 0:14,11/7/2016 0:14
72178,580,10/28/2016 22:55,11/15/2016 4:21
72184,681,11/17/2016 1:27,11/17/2016 1:27
72190,649,11/14/2016 19:07,11/14/2016 19:07
72193,575,10/28/2016 5:43,10/28/2016 5:43
72196,1570,7/18/2017 5:52,7/18/2017 5:52
72205,548,10/24/2016 2:02,10/24/2016 2:02
72211,688,11/17/2016 20:21,11/17/2016 20:21
72214,488,10/16/2016 4:07,10/16/2016 4:07
72223,700,11/17/2016 22:51,11/17/2016 22:51
72229,485,10/15/2016 23:03,10/15/2016 23:03
72232,481,10/15/2016 4:20,11/30/2016 3:13
72244,544,10/23/2016 17:51,10/23/2016 17:51
72250,620,11/7/2016 19:12,11/7/2016 19:12
72253,584,10/28/2016 23:50,10/28/2016 23:50
72259,705,11/18/2016 6:03,11/18/2016 6:03
72265,786,12/2/2016 2:59,12/2/2016 2:59
72268,730,11/23/2016 5:16,11/23/2016 5:16
72271,732,11/23/2016 6:48,11/23/2016 6:48
72280,560,10/26/2016 5:04,10/26/2016 7:06
72286,472,10/14/2016 3:29,10/14/2016 3:29
72289,780,12/1/2016 22:08,12/1/2016 22:08
72292,775,12/1/2016 5:34,12/1/2016 5:34
72298,553,10/25/2016 0:15,10/25/2016 0:15
72301,655,11/16/2016 2:44,11/16/2016 2:44
72304,2133,3/1/2018 23:53,3/1/2018 23:53
72307,1099,3/4/2017 5:00,3/9/2017 4:06
72313,742,11/27/2016 6:09,11/27/2016 6:10
72319,504,10/17/2016 18:08,10/17/2016 18:08
72322,755,11/29/2016 18:40,11/29/2016 18:43
72331,576,10/28/2016 6:36,10/28/2016 7:13
72334,797,12/2/2016 21:43,12/2/2016 21:43
72358,734,11/23/2016 23:31,11/23/2016 23:31
72367,791,12/2/2016 19:10,12/2/2016 19:10
72370,611,11/5/2016 18:44,12/2/2016 18:31
72376,777,12/1/2016 15:30,12/1/2016 15:30
72379,648,11/14/2016 16:54,11/14/2016 16:54
72382,708,11/18/2016 16:02,11/18/2016 23:07
72388,683,11/17/2016 6:55,11/17/2016 7:03
72415,764,11/30/2016 16:06,11/30/2016 16:06
72418,736,11/25/2016 3:28,11/25/2016 3:28
72424,651,11/14/2016 23:43,11/14/2016 23:43
72433,450,10/12/2016 21:41,10/12/2016 21:41
72451,644,11/13/2016 21:56,11/13/2016 21:56
72454,506,10/17/2016 21:02,10/17/2016 21:02
72466,772,12/1/2016 1:18,12/1/2016 1:18
72469,573,10/28/2016 0:03,10/28/2016 0:03
72472,565,10/27/2016 1:01,10/27/2016 1:01
72484,603,11/4/2016 5:39,11/4/2016 5:39
72493,792,12/2/2016 19:30,4/13/2017 18:00
72499,2154,3/7/2018 10:56,3/7/2018 10:56
72505,787,12/2/2016 4:28,12/2/2016 5:12
72508,439,10/12/2016 5:32,10/12/2016 5:32
72526,706,11/18/2016 7:25,11/18/2016 7:25
72529,743,11/27/2016 18:20,12/1/2016 5:54
72532,729,11/23/2016 5:15,11/23/2016 5:15
72541,789,12/2/2016 6:31,12/2/2016 6:31
72544,440,10/12/2016 5:37,10/12/2016 5:37
72565,598,11/3/2016 1:21,11/15/2016 1:41
72571,636,11/10/2016 4:15,11/10/2016 4:15
72586,723,11/22/2016 3:20,11/22/2016 6:11
72592,759,11/30/2016 1:30,11/30/2016 1:30
72598,776,12/1/2016 9:31,12/1/2016 9:31
72601,765,11/30/2016 19:01,12/1/2016 4:42
72604,788,12/2/2016 5:53,12/2/2016 5:53
72622,1123,3/9/2017 22:19,3/9/2017 22:19
72625,802,1/10/2017 18:57,1/11/2017 3:23
72628,836,1/16/2017 9:15,1/24/2017 4:55
72634,801,1/10/2017 18:25,1/12/2017 3:40
72637,1111,3/7/2017 4:07,3/7/2017 4:07
72640,1016,2/16/2017 23:53,2/16/2017 23:53
72643,864,1/19/2017 20:11,1/19/2017 21:26
72646,842,1/18/2017 4:32,1/25/2017 6:13
72649,894,1/24/2017 0:22,4/6/2017 2:17
72652,877,1/20/2017 21:33,1/20/2017 21:33
72655,800,1/10/2017 2:25,1/10/2017 2:25
72658,916,1/30/2017 19:02,2/24/2017 21:38
72661,845,1/18/2017 6:06,1/18/2017 6:06
72664,807,1/11/2017 3:12,1/17/2017 5:25
72667,819,1/13/2017 4:03,1/13/2017 4:09
72670,855,1/19/2017 1:46,1/19/2017 1:46
72673,885,1/21/2017 11:32,1/22/2017 9:34
72676,891,1/23/2017 5:34,1/23/2017 5:34
72682,835,1/16/2017 6:55,1/16/2017 6:55
72685,803,1/10/2017 20:18,6/17/2018 9:36
72688,812,1/11/2017 22:57,1/11/2017 22:57
72691,995,2/14/2017 18:41,2/14/2017 18:41
72694,1043,2/25/2017 1:47,3/27/2017 18:16
72697,872,1/20/2017 5:39,1/20/2017 5:39
72700,1007,2/15/2017 23:13,2/16/2017 6:38
72703,901,1/24/2017 19:59,1/24/2017 19:59
72706,806,1/11/2017 1:53,3/21/2017 17:58
72709,992,2/13/2017 21:59,2/13/2017 21:59
72712,804,1/10/2017 21:37,1/10/2017 21:37
72715,824,1/14/2017 7:01,1/14/2017 7:01
72721,1063,2/28/2017 7:21,2/28/2017 7:21
72724,805,1/10/2017 23:50,1/10/2017 23:50
72727,1122,3/9/2017 18:29,3/9/2017 18:29
72730,857,1/19/2017 2:43,3/2/2017 18:29
72736,890,1/23/2017 0:53,1/23/2017 0:53
72742,838,1/17/2017 2:28,1/23/2017 20:04
72745,817,1/13/2017 0:27,1/13/2017 0:27
72748,841,1/17/2017 22:11,1/17/2017 22:11
72751,1269,5/2/2017 20:14,5/2/2017 20:14
72754,1009,2/16/2017 3:49,2/16/2017 3:49
72757,823,1/14/2017 4:26,1/14/2017 4:26
72769,809,1/11/2017 19:52,1/11/2017 19:52
72772,810,1/11/2017 21:03,1/11/2017 21:03
72775,1093,3/3/2017 17:44,3/3/2017 17:44
72778,811,1/11/2017 22:46,1/11/2017 22:46
72784,1155,3/14/2017 19:21,3/14/2017 21:09
72787,904,1/25/2017 23:58,1/25/2017 23:58
72790,1146,3/14/2017 3:36,3/14/2017 3:36
72796,982,2/10/2017 0:27,3/14/2017 9:42
72802,1116,3/8/2017 2:32,3/14/2017 2:21
72805,1144,3/13/2017 22:37,3/17/2017 17:12
72808,1069,2/28/2017 23:15,2/28/2017 23:15
72811,858,1/19/2017 4:39,1/19/2017 4:39
72814,813,1/12/2017 5:58,1/12/2017 5:58
72817,867,1/20/2017 0:10,1/20/2017 2:55
72820,814,1/12/2017 6:40,1/12/2017 6:40
72823,1096,3/3/2017 19:26,3/17/2017 4:14
72826,815,1/12/2017 7:49,1/12/2017 7:49
72838,828,1/15/2017 3:39,1/16/2017 4:36
72841,918,1/31/2017 0:19,2/1/2017 1:31
72844,1297,5/24/2017 17:34,5/24/2017 17:34
72853,862,1/19/2017 18:20,3/21/2017 4:42
72856,851,1/18/2017 22:13,1/18/2017 22:13
72859,818,1/13/2017 3:06,1/13/2017 6:45
72862,865,1/19/2017 21:29,1/19/2017 21:29
72865,905,1/26/2017 0:09,1/26/2017 0:09
72868,820,1/13/2017 6:53,1/14/2017 3:34
72874,848,1/18/2017 7:53,1/18/2017 7:53
72901,822,1/13/2017 19:38,1/13/2017 19:38
72907,831,1/15/2017 21:11,4/6/2017 1:48
72913,1114,3/7/2017 18:11,3/7/2017 18:11
72919,1167,3/16/2017 6:36,3/16/2017 6:36
72922,880,1/20/2017 23:37,1/20/2017 23:37
72925,882,1/21/2017 0:49,2/1/2017 6:43
72928,1031,2/18/2017 23:59,3/6/2017 18:30
72931,997,2/14/2017 21:17,2/14/2017 21:17
72934,1058,2/28/2017 4:18,2/28/2017 4:18
72940,825,1/15/2017 0:01,1/15/2017 0:01
72943,826,1/15/2017 1:15,1/15/2017 1:15
72949,827,1/15/2017 2:01,3/22/2017 3:08
72952,874,1/20/2017 6:08,1/20/2017 6:08
72961,829,1/15/2017 8:39,1/15/2017 8:39
72964,834,1/15/2017 23:21,1/15/2017 23:21
72967,830,1/15/2017 16:36,1/15/2017 16:36
72970,921,1/31/2017 2:55,1/31/2017 2:55
72973,833,1/15/2017 22:46,1/15/2017 22:46
72976,832,1/15/2017 22:28,1/15/2017 23:58
72979,1015,2/16/2017 22:57,2/16/2017 22:57
72988,983,2/10/2017 0:59,2/10/2017 0:59
72991,1052,2/27/2017 21:13,2/27/2017 21:13
72994,899,1/24/2017 6:49,4/2/2017 19:09
72997,1011,2/16/2017 4:51,2/16/2017 5:34
73003,1166,3/16/2017 5:25,3/16/2017 5:25
73006,924,1/31/2017 4:13,2/3/2017 22:56
73009,961,2/7/2017 1:00,2/7/2017 1:00
73012,908,1/26/2017 23:21,2/17/2017 22:36
73015,889,1/22/2017 23:56,2/27/2017 4:35
73018,1079,3/1/2017 19:53,3/1/2017 19:53
73024,968,2/8/2017 17:02,3/13/2017 7:49
73030,909,1/27/2017 3:56,1/27/2017 5:23
73033,2483,6/15/2018 8:08,6/15/2018 20:45
73036,839,1/17/2017 5:59,1/17/2017 5:59
73039,902,1/24/2017 22:44,1/24/2017 22:55
73042,840,1/17/2017 7:57,1/17/2017 7:57
73048,1076,3/1/2017 17:32,3/1/2017 17:32
73051,895,1/24/2017 0:44,1/30/2017 7:46
73054,954,2/6/2017 2:36,2/6/2017 2:50
73057,850,1/18/2017 21:08,4/4/2017 17:26
73066,870,1/20/2017 3:59,1/20/2017 4:00
73072,859,1/19/2017 7:50,1/19/2017 7:50
73075,854,1/19/2017 0:28,1/19/2017 0:28
73078,1134,3/12/2017 3:30,3/12/2017 3:30
73081,1115,3/7/2017 23:32,3/7/2017 23:32
73084,1027,2/18/2017 21:34,2/18/2017 21:34
73087,1118,3/8/2017 6:32,3/8/2017 6:32
73093,868,1/20/2017 1:36,1/20/2017 1:36
73099,1185,3/17/2017 3:44,3/17/2017 3:44
73102,984,2/10/2017 1:15,3/1/2017 16:48
73105,1193,3/17/2017 5:55,3/17/2017 5:55
73108,907,1/26/2017 5:01,1/26/2017 5:01
73114,1362,6/12/2017 22:40,6/12/2017 23:07
73120,913,1/28/2017 1:25,1/28/2017 1:25
73126,853,1/18/2017 23:13,1/18/2017 23:13
73129,852,1/18/2017 22:44,1/21/2017 23:05
73132,1013,2/16/2017 22:11,3/8/2017 18:15
73138,953,2/5/2017 23:28,2/5/2017 23:28
73141,1051,2/27/2017 20:38,2/27/2017 20:38
73144,1057,2/28/2017 1:50,2/28/2017 1:50
73147,1003,2/15/2017 5:22,2/21/2017 23:32
73153,1156,3/14/2017 20:01,3/14/2017 20:01
73162,1087,3/2/2017 22:27,3/2/2017 22:27
73165,1014,2/16/2017 22:23,2/16/2017 22:23
73168,898,1/24/2017 3:43,1/24/2017 3:43
73171,1175,3/16/2017 18:11,5/3/2017 16:08
73174,947,2/4/2017 20:55,2/19/2017 2:43
73180,1098,3/4/2017 1:04,3/4/2017 1:04
73183,1105,3/6/2017 8:27,3/6/2017 8:27
73186,1157,3/14/2017 22:04,3/14/2017 22:04
73189,888,1/22/2017 20:33,1/22/2017 21:29
73192,886,1/22/2017 2:16,1/22/2017 2:16
73195,2307,4/19/2018 19:03,6/5/2018 19:04
73198,863,1/19/2017 19:20,1/19/2017 19:20
73207,939,2/2/2017 19:45,2/2/2017 19:45
73213,1086,3/2/2017 20:08,3/2/2017 20:08
73216,1062,2/28/2017 5:48,2/28/2017 5:48
73228,2019,2/6/2018 17:14,3/8/2018 17:42
73231,1141,3/13/2017 17:46,3/13/2017 17:46
73234,1053,2/27/2017 21:31,2/27/2017 21:31
73240,1196,3/17/2017 7:06,3/17/2017 7:06
73243,871,1/20/2017 4:24,2/4/2017 20:26
73249,887,1/22/2017 2:58,1/22/2017 2:58
73252,903,1/25/2017 18:43,1/25/2017 18:43
73255,873,1/20/2017 5:53,2/17/2017 5:12
73258,1104,3/6/2017 6:00,3/6/2017 6:16
73261,1030,2/18/2017 22:32,2/18/2017 22:32
73264,1180,3/16/2017 21:05,3/16/2017 21:05
73267,896,1/24/2017 1:08,1/24/2017 1:08
